StdInChIKey,SMILES,Dataset1,LogS1,T1,Dataset2,LogS2,T2,Dataset3,LogS3,T3,N_datapoints,SD_error,Error_note,Pred_comment,LogS Changed?,LogS_mean,LogS_median
TZIOSYAVRCFFSO-UHFFFAOYSA-N,COc1cc(c2COC(=O)c2c1OC)N,Aq_Sol_DB,-2.08,,reaxys_water,-2.07703173,25,,,,2,,,,,-2.078515865,-2.078515865
TZMFJUDUGYTVRY-UHFFFAOYSA-N,CCC(=O)C(=O)C,Aq_Sol_DB,-0.1764,,,,,,,,1,,,,,-0.1764,-0.1764
TZMHVHLTPWKZCI-UHFFFAOYSA-N,c1cc(c(c(c1c1c(cc(c(c1Cl)Cl)Cl)Cl)Cl)Cl)Cl,reaxys_water,-8.260496743,25,Aq_Sol_DB,-8.2605,,ons_water,-8.299989,,3,0.022799925,,,,-8.273661914,-8.2605
TZOFDFAAFPXEIM-UHFFFAOYSA-N,c1ccc(cc1)C(CC(NO)(NO)O)NO,reaxys_water,-0.837408419,19,,,,,,,1,,,,,-0.837408419,-0.837408419
TZRNJQYCOSMOJS-UHFFFAOYSA-N,c1ccc(cc1)c1cc(=O)oc2cc(c(cc12)O)O,reaxys_water,-4.877891026,26.04,,,,,,,1,,,,,-4.877891026,-4.877891026
TZRXHJWUDPFEEY-UHFFFAOYSA-N,C(C(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-])O[N+](=O)[O-],Aq_Sol_DB,-3.8664,,,,,,,,1,,,,,-3.8664,-3.8664
TZVFXVJWJZMPSP-UHFFFAOYSA-N,CCOC(=O)Cc1ccc(cc1)c1nc2ccccc2s1,Aq_Sol_DB,-4.36,,reaxys_water,-4.359365484,22,ons_water,-4.359,,3,0.000505996,,,,-4.359455161,-4.359365484
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(c(=O)ccn1C)O,reaxys_water,-0.967167086,25.04,,,,,,,1,,,,,-0.967167086,-0.967167086
TZYQTWHRLVDYPL-UHFFFAOYSA-N,C1C=NC=NC1=O,ons_water,0.59,,Aq_Sol_DB,0.586,,,,,2,,,,,0.588,0.588
TZYRSLHNPKPEFV-UHFFFAOYSA-N,CCC(CC)CO,Aq_Sol_DB,-1.17,,,,,,,,1,,,,,-1.17,-1.17
UABYSXCDWOEBRI-UHFFFAOYSA-N,CCc1[nH]c(c(C(=O)O)n1)C(=O)O,reaxys_water,-2.833812676,15,,,,,,,1,,,,,-2.833812676,-2.833812676
UADWUILHKRXHMM-UHFFFAOYSA-N,CCCCC(CC)COC(=O)c1ccccc1,Aq_Sol_DB,-5.767784581,,,,,,,,1,,,,,-5.767784581,-5.767784581
UAEPNZWRGJTJPN-UHFFFAOYSA-N,CC1CCCCC1,Aq_Sol_DB,-3.845934801,,,,,,,,1,,,,,-3.845934801,-3.845934801
UAFUDNOKRZAGCJ-UHFFFAOYSA-N,CCCc1nnc(NS(=O)(=O)c2ccc(cc2)N)s1,Aq_Sol_DB,-3.3075,,reaxys_water,-3.30746693,20,ons_water,-3.308,,3,0.00029868,,,,-3.307655643,-3.3075
UAFWZTUMPCUHHG-HOTGVXAUSA-N,c1ccc(cc1)C(C(=O)O)SCCSC(c1ccccc1)C(=O)O,reaxys_water,-3.301594691,20,,,,,,,1,,,,,-3.301594691,-3.301594691
UAFWZTUMPCUHHG-IYBDPMFKSA-N,c1ccc(cc1)C(C(=O)O)SCCSC(c1ccccc1)C(=O)O,reaxys_water,-3.521846768,20,,,,,,,1,,,,,-3.521846768,-3.521846768
UAHWPYUMFXYFJY-UHFFFAOYSA-N,C=CC(=C)CCC=C(C)C,Aq_Sol_DB,-4.3861,,,,,,,,1,,,,,-4.3861,-4.3861
UAOKXEHOENRFMP-ZJIFWQFVSA-N,CC(=O)OCC(C(C(C(C=O)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,Aq_Sol_DB,-2.4154,,,,,,,,1,,,,,-2.4154,-2.4154
UAOMVDZJSHZZME-UHFFFAOYSA-N,CC(C)NC(C)C,Aq_Sol_DB,0.036242214,,,,,,,,1,,,,,0.036242214,0.036242214
UAQVHNZEONHPQG-UHFFFAOYSA-N,CC(C(=O)O)NC(=O)c1ccccc1,Aq_Sol_DB,-1.6839,,,,,,,,1,,,,,-1.6839,-1.6839
UASSGOXNPFOKPH-UHFFFAOYSA-N,CCC(CC)Nc1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,reaxys_water,-5.0918779,24,,,,,,,1,,,,,-5.0918779,-5.0918779
UATJOMSPNYCXIX-UHFFFAOYSA-N,c1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,reaxys_water,-2.784527633,25,Aq_Sol_DB,-2.8846,,,,,2,,,,,-2.834563817,-2.834563817
UAUDZVJPLUQNMU-KTKRTIGZSA-N,CCCCCCCCC=CCCCCCCCCCCCC(=O)N,Aq_Sol_DB,-6.528392147,,,,,,,,1,,,,,-6.528392147,-6.528392147
UAYYWDWWESZIPA-UHFFFAOYSA-N,CC1(CN(C1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O)N,reaxys_water,-5.617193056,25,ons_water,-5.616,,Aq_Sol_DB,-5.62,,3,0.002053546,,,,-5.617731019,-5.617193056
UBCKGWBNUIFUST-BJMVGYQFSA-N,COP(=O)(OC)OC(=CCl)c1cc(c(cc1Cl)Cl)Cl,Aq_Sol_DB,-4.5221,,,,,,,,1,,,,,-4.5221,-4.5221
UBCKGWBNUIFUST-YHYXMXQVSA-N,COP(=O)(OC)OC(=CCl)c1cc(c(cc1Cl)Cl)Cl,Aq_Sol_DB,-4.52,,reaxys_water,-4.522046867,20,,,,2,,,,,-4.521023434,-4.521023434
UBEHJDYYBJLBAZ-UHFFFAOYSA-N,C=CC(c1ccc(cc1)O)C(C=C)c1ccc(cc1)O,Aq_Sol_DB,-4.95,,,,,,,,1,,,,,-4.95,-4.95
UBEQHGSYADUQGL-SSDOTTSWSA-N,CC(CCC=O)CCO,Aq_Sol_DB,-1.0732,,,,,,,,1,,,,,-1.0732,-1.0732
UBLWASUIZDSYFN-UHFFFAOYSA-N,C1CNCC(C1C(=O)O)C(=O)O,Aq_Sol_DB,-0.5395,,,,,,,,1,,,,,-0.5395,-0.5395
UBNYRXMKIIGMKK-RMKNXTFCSA-N,CC(C)CCOC(=O)C=Cc1ccc(cc1)OC,Aq_Sol_DB,-5.49192521,,,,,,,,1,,,,,-5.49192521,-5.49192521
UBOMGPOXNJJPEA-UHFFFAOYSA-N,CCCCC(C(=O)NC(=O)N)Br,reaxys_water,-2.856410287,15,,,,,,,1,,,,,-2.856410287,-2.856410287
UBORTCNDUKBEOP-UUOKFMHZSA-N,C(C1C(C(C(n2cnc3c2[nH]c(=O)[nH]c3=O)O1)O)O)O,reaxys_water,-2.455843778,25,,,,,,,1,,,,,-2.455843778,-2.455843778
UBOXGVDOUJQMTN-UHFFFAOYSA-N,C(C(Cl)Cl)Cl,Aq_Sol_DB,-1.581104063,,,,,,,,1,,,,,-1.581104063,-1.581104063
UBQKCCHYAOITMY-UHFFFAOYSA-N,c1cc[nH]c(=O)c1,Aq_Sol_DB,1.0218,,ons_water,1.02,,,,,2,,,,,1.0209,1.0209
UBTNYTYIXDTYQT-UHFFFAOYSA-N,c1ccc(c(c1)C1c2ccccc2C(=O)O1)C(=O)O,Aq_Sol_DB,-3.1042,,,,,,,,1,,,,,-3.1042,-3.1042
UBUCNCOMADRQHX-UHFFFAOYSA-N,c1ccc(cc1)N(c1ccccc1)N=O,Aq_Sol_DB,-3.7531,,ons_water,-3.75,,,,,2,,,,,-3.75155,-3.75155
UBVZQGOVTLIHLH-UHFFFAOYSA-N,c1cnccc1c1nc(c2ccnc(c2)C#N)[nH]n1,reaxys_water,-4.531561149,25,,,,,,,1,,,,,-4.531561149,-4.531561149
UBWHIRFNXZLVKF-UHFFFAOYSA-N,CN1C(=O)C(Cc2ccc(cc2)O)N(CC(=O)O)C1=O,ons_water,-0.045,,Aq_Sol_DB,-0.05,,,,,2,,,,,-0.0475,-0.0475
UBZVRROHBDDCQY-UHFFFAOYSA-N,c1cc2cccc3c2c(c1)nc1c2c(c(c(c(c2Cl)Cl)Cl)Cl)C(=O)n31,Aq_Sol_DB,-7.133614478,,,,,,,,1,,,,,-7.133614478,-7.133614478
UCAHGXFXBRSTPX-UHFFFAOYSA-N,c1cc(c(cc1N(=O)=O)N(=O)=O)Oc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,reaxys_water,-3.596815837,27,,,,,,,1,,,,,-3.596815837,-3.596815837
UCCUXODGPMAHRL-UHFFFAOYSA-N,c1cc(ccc1Br)I,ons_water,-4.56,,Aq_Sol_DB,-4.452,,,,,2,,,,,-4.506,-4.506
UCFQYMKLDPWFHZ-MKMNVTDBSA-N,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,Aq_Sol_DB,-5.791792689,,,,,,,,1,,,,,-5.791792689,-5.791792689
UCIUVGVKELKZSD-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)N(CCO)CCO,Aq_Sol_DB,0.43,,reaxys_water,0.430362784,22,ons_water,0.43,,3,0.000209453,,,,0.430120928,0.43
UCLKLGIYGBLTSM-UHFFFAOYSA-N,c1cc(c(cc1Cl)c1cc(c(c(c1Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.6794,,ons_water,-7.679999,,,,,2,,,,,-7.6796995,-7.6796995
UCMIRNVEIXFBKS-UHFFFAOYSA-N,C(CN)C(=O)O,Aq_Sol_DB,0.786548045,,ons_water,0.999479,,,,,2,,,,,0.893013523,0.893013523
UCNQPYVHDCHENM-UHFFFAOYSA-N,CCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,Aq_Sol_DB,-6.19,,,,,,,,1,,,,,-6.19,-6.19
UCNVFOCBFJOQAL-UHFFFAOYSA-N,c1cc(ccc1C(=C(Cl)Cl)c1ccc(cc1)Cl)Cl,ons_water,-6.899998,,Aq_Sol_DB,-6.9004,,,,,2,,,,,-6.900199,-6.900199
UCQMLTJZNUOFLV-INIZCTEOSA-N,c1cc(ccc1COC1Cn2cc(nc2OC1)N(=O)=O)c1ccc(C#N)cn1,reaxys_water,-5.346305791,20,,,,,,,1,,,,,-5.346305791,-5.346305791
UCSIFMPORANABL-UHFFFAOYSA-N,CC(C)CCCC(C)CC=O,Aq_Sol_DB,-3.806483007,,,,,,,,1,,,,,-3.806483007,-3.806483007
UCTLRSWJYQTBFZ-DDPQNLDTSA-N,CC(C)CCCC(C)C1CCC2C3=CC=C4CC(CCC4(C)C3CCC12C)O,reaxys_water,-5.142581451,25,,,,,,,1,,,,,-5.142581451,-5.142581451
UCTWMZQNUQWSLP-VIFPVBQESA-N,CNCC(c1ccc(c(c1)O)O)O,Aq_Sol_DB,-3.0077,,reaxys_water,-3.285218458,22.5,,,,2,,,,,-3.146459229,-3.146459229
UCWYGNTYSWIDSW-VAWYXSNFSA-N,CCCCCCCCC=CCCCCCCCC(=O)NCCCN(C)C,Aq_Sol_DB,-4.149259389,,,,,,,,1,,,,,-4.149259389,-4.149259389
UCYLROVJSUACAD-UHFFFAOYSA-N,C(COCC(COCCO)OCCO)O,Aq_Sol_DB,0.649261738,,,,,,,,1,,,,,0.649261738,0.649261738
UCYUOFIVFHOUTP-UHFFFAOYSA-N,c1cc2ccnnc2c(c1)O,Aq_Sol_DB,-2.4089,,,,,,,,1,,,,,-2.4089,-2.4089
UDBJDRBHDDMKDQ-UHFFFAOYSA-N,c1ccc(cc1)C(CCl)(C(=O)O)O,reaxys_water,-1.035206827,18,,,,,,,1,,,,,-1.035206827,-1.035206827
UDDMNBYVRLYNKY-UHFFFAOYSA-N,CCn1c2c(cccn2)c(=O)[nH]c2c(C)cc(C)nc12,ons_water,-4.55,,Aq_Sol_DB,-4.554,,,,,2,,,,,-4.552,-4.552
UDEWPOVQBGFNGE-UHFFFAOYSA-N,CCCOC(=O)c1ccccc1,Aq_Sol_DB,-2.6701,,,,,,,,1,,,,,-2.6701,-2.6701
UDHAWRUAECEBHC-UHFFFAOYSA-N,Cc1ccc(cc1)I,reaxys_water,-3.958318956,25,,,,,,,1,,,,,-3.958318956,-3.958318956
UDHXJZHVNHGCEC-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccc(cc1)Cl)C(=O)C1C(=O)c2ccccc2C1=O,Aq_Sol_DB,-3.5738,,,,,,,,1,,,,,-3.5738,-3.5738
UDINFFZFBQIZBA-QFZBOXFISA-N,c1cc2c(cc1Cl)C(=O)NCC(=O)N2CC1C(C(C(C(O)O1)O)O)O,reaxys_water,-0.744729825,25,,,,,,,1,,,,,-0.744729825,-0.744729825
UDKPETZNUFLIFG-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)OCC(=O)NCC(=O)N,reaxys_water,-2.524254462,21,Aq_Sol_DB,-2.52,,,,,2,,,,,-2.522127231,-2.522127231
UDLNDEWOMCYEIA-UHFFFAOYSA-N,CC(C)Nc1nc(NC)nc(n1)OC,Aq_Sol_DB,-1.7509,,,,,,,,1,,,,,-1.7509,-1.7509
UDMBCSSLTHHNCD-UHFFFAOYSA-N,C(C1C(C(C(n2cnc3c(N)ncnc23)O1)O)O)OP(=O)(O)O,Aq_Sol_DB,-1.995302619,,,,,,,,1,,,,,-1.995302619,-1.995302619
UDMQHGKMZUJTDM-UHFFFAOYSA-N,CCOc1ccc(cc1)C(=O)OCCNC(C)c1ccccc1,ons_water,-1.493,,Aq_Sol_DB,-1.49,,,,,2,,,,,-1.4915,-1.4915
UDMZPLROONOSEF-UHFFFAOYSA-N,c1c(c(cc(c1Cl)Cl)Cl)c1c(c(cc(c1Cl)Cl)Cl)Cl,ons_water,-8.940058,,Aq_Sol_DB,-8.94,,,,,2,,,,,-8.940029,-8.940029
UDPGUMQDCGORJQ-UHFFFAOYSA-N,C(CP(=O)(O)O)Cl,Aq_Sol_DB,0.8401,,,,,,,,1,,,,,0.8401,0.8401
UDPHJTAYHSSOQB-UHFFFAOYSA-N,C(C(CCl)(Cl)Cl)Cl,Aq_Sol_DB,-2.5785,,,,,,,,1,,,,,-2.5785,-2.5785
UDQCDDZBBZNIFA-UHFFFAOYSA-N,Cc1cccc2c1[nH]c(=S)[nH]2,Aq_Sol_DB,-3.13627918,,,,,,,,1,,,,,-3.13627918,-3.13627918
UDSFAEKRVUSQDD-UHFFFAOYSA-N,COC(=O)CCCCC(=O)OC,Aq_Sol_DB,-1.4629,,,,,,,,1,,,,,-1.4629,-1.4629
UDSJPFPDKCMYBD-UHFFFAOYSA-N,Cc1c(C(=O)Nc2ccccc2)sc(C)n1,Aq_Sol_DB,-1.73,,,,,,,,1,,,,,-1.73,-1.73
UDTWZFJEMMUFLC-NSHDSACASA-N,CCC1(c2ccccc2)C(=O)NC(=O)N1,reaxys_water,-2.791601344,30,,,,,,,1,,,,,-2.791601344,-2.791601344
UDUALFJGGCLPRJ-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)S(=O)(=O)NCC(=O)NCC(=O)O,Aq_Sol_DB,-2.6954,,,,,,,,1,,,,,-2.6954,-2.6954
UDUMKWWIWPPSHW-UHFFFAOYSA-N,c1c(c(c(c(c1Br)S(=O)(=O)O)Br)N)Br,Aq_Sol_DB,-0.4888,,,,,,,,1,,,,,-0.4888,-0.4888
UDUNORRTIFRHKX-UHFFFAOYSA-N,CC(C)C(C(=O)OC)NC(=O)COC(=O)CC1=CC(C=CC=C1)NC1=C(C=CC=CC1Cl)Cl,ons_water,-1.59908,,,,,,,,1,,,,,-1.59908,-1.59908
UDVZOMAEGATTSE-UHFFFAOYSA-N,CCCN(CCC)c1c(cc(C)cc1[N+](=O)[O-])[N+](=O)[O-],Aq_Sol_DB,-2.9663,,,,,,,,1,,,,,-2.9663,-2.9663
UDYXMTORTDACTG-UHFFFAOYSA-N,CCCCNC(=S)N(CCCC)CCCC,Aq_Sol_DB,-4.184066506,,,,,,,,1,,,,,-4.184066506,-4.184066506
UDZAXLGLNUMCRX-KHPPLWFESA-N,CCCCCCCCC=CCCCCCCCC(=O)NCC(C)O,Aq_Sol_DB,-5.530921641,,,,,,,,1,,,,,-5.530921641,-5.530921641
UEBARDWJXBGYEJ-UHFFFAOYSA-N,CC(C)C(C(=O)O)Br,Aq_Sol_DB,-1.103,,,,,,,,1,,,,,-1.103,-1.103
UEDBAWLRGOEBAH-INIZCTEOSA-N,c1cc(ccc1COc1ccc(C(F)(F)F)nc1)COC1Cn2cc(nc2OC1)N(=O)=O,reaxys_water,-5.206415279,20,,,,,,,1,,,,,-5.206415279,-5.206415279
UEEJHVSXFDXPFK-UHFFFAOYSA-N,CN(C)CCO,Aq_Sol_DB,1.0499,,,,,,,,1,,,,,1.0499,1.0499
UEGBWDUVDAKUGA-UHFFFAOYSA-N,CC(=CCCC(C)CCCC(C)C=O)C,Aq_Sol_DB,-5.496890424,,,,,,,,1,,,,,-5.496890424,-5.496890424
UEJJHQNACJXSKW-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,reaxys_water,-3.713041736,25,ons_water,-2.68,,Aq_Sol_DB,-2.6758,,3,0.597643049,,,,-3.022947245,-2.68
UEKHZPDUBLCUHN-UHFFFAOYSA-N,C=C(C)C(=O)OCCOC(=O)NCCC(C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C,Aq_Sol_DB,-4.619923834,,,,,,,,1,,,,,-4.619923834,-4.619923834
UELITFHSCLAHKR-UHFFFAOYSA-N,CSC(=O)c1cccc2c1snn2,Aq_Sol_DB,-4.4363,,,,,,,,1,,,,,-4.4363,-4.4363
UEMBNLWZFIWQFL-UHFFFAOYSA-N,c1c(cc(cc1[N+](=O)[O-])O)[N+](=O)[O-],Aq_Sol_DB,-1.663,,reaxys_water,-2.460923683,24.84,,,,2,,,,,-2.061961842,-2.061961842
UEMGWPRHOOEKTA-UHFFFAOYSA-N,c1cc(cc(c1)F)F,Aq_Sol_DB,-2.000357955,,,,,,,,1,,,,,-2.000357955,-2.000357955
UEMLYRZWLVXWRU-UHFFFAOYSA-N,c1cc(ccc1N)S(=O)(=O)NC(=S)N,Aq_Sol_DB,-2.24,,reaxys_water,-2.464626824,20,ons_water,-2.242,,3,0.12911488,,,,-2.315542275,-2.242
UEMMVUCCPSZNNU-UHFFFAOYSA-N,CCCCNCc1ccc(cc1)S(=O)(=O)c1cc(sc1)S(=O)(=O)N,Aq_Sol_DB,-1.68,,ons_water,-1.684,,,,,2,,,,,-1.682,-1.682
UEPORVPTCYCKAZ-UHFFFAOYSA-N,CCCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,reaxys_water,-2.806341914,25,,,,,,,1,,,,,-2.806341914,-2.806341914
UETIKWAWMZLQQZ-UHFFFAOYSA-N,c1cc(ccc1Cl)Oc1c(c(cc(c1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.76,,,,,,,,1,,,,,-7.76,-7.76
UEUIKXVPXLWUDU-UHFFFAOYSA-N,c1cc(ccc1[N+]#N)S(=O)(=O)[O-],reaxys_water,-1.206235585,20,,,,,,,1,,,,,-1.206235585,-1.206235585
UEWQTRNYJJIPSF-UHFFFAOYSA-N,c1ccc(cc1)n1c(=O)nc(N)[nH]1,ons_water,-2.468,,Aq_Sol_DB,-2.47,,,,,2,,,,,-2.469,-2.469
UEXCJVNBTNXOEH-UHFFFAOYSA-N,C#Cc1ccccc1,Aq_Sol_DB,-2.3502,,,,,,,,1,,,,,-2.3502,-2.3502
UEZNKNUEBFMVCF-QMMMGPOBSA-N,c1ccc(c(c1)NC(=O)NC1Cn2cc(nc2OC1)N(=O)=O)OC(F)(F)F,reaxys_water,-4.245596782,20,,,,,,,1,,,,,-4.245596782,-4.245596782
UEZWYKZHXASYJN-UHFFFAOYSA-N,C1CCC(CC1)SN1C(=O)c2ccccc2C1=O,Aq_Sol_DB,-4.323794172,,,,,,,,1,,,,,-4.323794172,-4.323794172
UEZXVSMRVLFZOQ-UHFFFAOYSA-N,C=CCNC(=S)NNc1cccc(c1)N(=O)=O,reaxys_water,-2.883398147,25,,,,,,,1,,,,,-2.883398147,-2.883398147
UFBJCMHMOXMLKC-UHFFFAOYSA-N,c1cc(c(cc1N(=O)=O)N(=O)=O)O,reaxys_water,-1.566102656,25,Aq_Sol_DB,-2.5976,,,,,2,,,,,-2.081851328,-2.081851328
UFEJBJDMZBIZLV-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)NCO,Aq_Sol_DB,-1.22,,,,,,,,1,,,,,-1.22,-1.22
UFEODZBUAFNAEU-NLRVBDNBSA-N,CON=C(c1ccccc1Oc1c(c(ncn1)Oc1ccccc1Cl)F)C1=NOCCO1,reaxys_water,-5.25341468,20,,,,,,,1,,,,,-5.25341468,-5.25341468
UFFBMTHBGFGIHF-UHFFFAOYSA-N,Cc1cccc(C)c1N,Aq_Sol_DB,-1.167514488,,,,,,,,1,,,,,-1.167514488,-1.167514488
UFGXCDQXRUFDMA-UHFFFAOYSA-N,c1ccc(cc1)Oc1c(c(cc(c1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.02,,,,,,,,1,,,,,-7.02,-7.02
UFHLMYOGRXOCSL-UHFFFAOYSA-N,CC(C)OC(=O)C(=C1SCCS1)C(=O)OC(C)C,Aq_Sol_DB,-3.7306,,,,,,,,1,,,,,-3.7306,-3.7306
UFLGIAIHIAPJJC-UHFFFAOYSA-N,CN(C)CCN(Cc1ccccc1)c1ccccn1,Aq_Sol_DB,-2.64,,,,,,,,1,,,,,-2.64,-2.64
UFLHIIWVXFIJGU-ARJAWSKDSA-N,CCC=CCCO,Aq_Sol_DB,-0.785854804,,,,,,,,1,,,,,-0.785854804,-0.785854804
UFMJMAPQIWYKER-JZWPEALZSA-N,CC(=O)OCC(C(C(C(OC)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,reaxys_water,-1.815533475,20,,,,,,,1,,,,,-1.815533475,-1.815533475
UFNIBRDIUNVOMX-UHFFFAOYSA-N,c1ccc(c(c1)c1ccc(cc1)Cl)Cl,ons_water,-5.28,,Aq_Sol_DB,-5.2803,,,,,2,,,,,-5.28015,-5.28015
UFNOUKDBUJZYDE-UHFFFAOYSA-N,CC(C1CC1)C(Cn1cncn1)(c1ccc(cc1)Cl)O,Aq_Sol_DB,-3.3189,,,,,,,,1,,,,,-3.3189,-3.3189
UFORAEIAYCSGCR-UHFFFAOYSA-N,CC(=O)C(C(=O)Nc1ccccc1OC)N=Nc1ccc(cc1[N+](=O)[O-])OC,Aq_Sol_DB,-8.308243053,,,,,,,,1,,,,,-8.308243053,-8.308243053
UFQCLRMJHOWNLX-UHFFFAOYSA-N,COCC1COc2cc3c(cc2O1)c(ncn3)Nc1cccc(c1)Br,ons_water,-3.222,,Aq_Sol_DB,-3.22,,reaxys_water,-3.221845511,20,3,0.001112788,,,,-3.221281837,-3.221845511
UFQSGSXDRVNGIM-UHFFFAOYSA-N,Cn1c(=NS(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])Cl)sc(n1)S(=O)(=O)N,Aq_Sol_DB,-2.47,,,,,,,,1,,,,,-2.47,-2.47
UFSKUSARDNFIRC-UHFFFAOYSA-N,Cc1ccc(nc1c1cccc(c1)C(=O)O)NC(=O)C1(CC1)c1ccc2c(c1)OC(F)(F)O2,reaxys_water,-4.150386057,20,,,,,,,1,,,,,-4.150386057,-4.150386057
UFVWJVAMULFOMC-UHFFFAOYSA-N,c1c(c(N)nc(=O)[nH]1)I,reaxys_water,-2.397024741,25,,,,,,,1,,,,,-2.397024741,-2.397024741
UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1,Aq_Sol_DB,-4.311225605,,,,,,,,1,,,,,-4.311225605,-4.311225605
UFYKDFXCZBTLOO-UHFFFAOYSA-N,C(C(C(C(C(C(=O)O)N)O)O)O)O,Aq_Sol_DB,-0.859,,,,,,,,1,,,,,-0.859,-0.859
UGCSPKPEHQEOSR-UHFFFAOYSA-N,C(C(Cl)(Cl)F)(Cl)(Cl)F,Aq_Sol_DB,-3.2301,,,,,,,,1,,,,,-3.2301,-3.2301
UGFAIRIUMAVXCW-UHFFFAOYSA-N,[C-]#[O+],Aq_Sol_DB,-2.928799169,,,,,,,,1,,,,,-2.928799169,-2.928799169
UGJBHEZMOKVTIM-UHFFFAOYSA-N,C(C(=O)O)NC=O,Aq_Sol_DB,0.2672,,,,,,,,1,,,,,0.2672,0.2672
UGJRMHXEWBBMMN-UHFFFAOYSA-N,CCCCCCCCCCCCC(CCO)O,reaxys_water,-4.30895194,25,,,,,,,1,,,,,-4.30895194,-4.30895194
UGKZABQBFUBOFG-UHFFFAOYSA-N,CN(CC(=O)Nc1nnc(s1)S(=O)(=O)N)C(=N)N,Aq_Sol_DB,-1.14,,,,,,,,1,,,,,-1.14,-1.14
UGMGEYBGNHXQQO-UHFFFAOYSA-N,CCCCCCCCCC(C)(C)SSc1n[nH]c(=S)s1,Aq_Sol_DB,-3.988563911,,,,,,,,1,,,,,-3.988563911,-3.988563911
UGNWTBMOAKPKBL-UHFFFAOYSA-N,C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl,Aq_Sol_DB,-5.089686144,,,,,,,,1,,,,,-5.089686144,-5.089686144
UGPWRRVOLLMHSC-UHFFFAOYSA-N,CC(C)(c1cccc(c1)C(C)(C)O)O,Aq_Sol_DB,-1.863533046,,,,,,,,1,,,,,-1.863533046,-1.863533046
UGQMRVRMYYASKQ-KQYNXXCUSA-N,C(C1C(C(C(n2cnc3c2ncnc3O)O1)O)O)O,ons_water,-1.23,,,,,,,,1,,,,,-1.23,-1.23
UGQMRVRMYYASKQ-UHFFFAOYSA-N,C(C1C(C(C(n2cnc3c2[nH]cnc3=O)O1)O)O)O,Aq_Sol_DB,-1.229848644,,,,,,,,1,,,,,-1.229848644,-1.229848644
UGQVTTBSGZLNIL-UHFFFAOYSA-N,C1CSc2cc(sc2C1O)S(=O)(=O)N,reaxys_water,-2.254152582,25,Aq_Sol_DB,-2.25,,ons_water,-2.254,,3,0.002354684,,,,-2.252717527,-2.254
UGRWIGCKFYJTEL-UHFFFAOYSA-N,CCOC(=O)n1c2ccccc2nc1c1cscn1,Aq_Sol_DB,-2.92,,,,,,,,1,,,,,-2.92,-2.92
UGTZSSVWKVRIAN-UHFFFAOYSA-N,C(CCl)C(C(=O)O)(Cl)Cl,Aq_Sol_DB,-0.5831,,,,,,,,1,,,,,-0.5831,-0.5831
UHAXPDKVSONCGG-UHFFFAOYSA-N,CCn1cc(c(=O)c2ccc(C)nc12)C(=O)OCOC(=O)C(C)C,Aq_Sol_DB,-3.02,,,,,,,,1,,,,,-3.02,-3.02
UHCBBWUQDAVSMS-UHFFFAOYSA-N,CCF,Aq_Sol_DB,-1.3477,,,,,,,,1,,,,,-1.3477,-1.3477
UHCLFIWDCYOTOL-UHFFFAOYSA-N,c1cc(c(cc1Cl)c1c(c(cc(c1Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.4254,,ons_water,-7.419999,,,,,2,,,,,-7.4226995,-7.4226995
UHEPJGULSIKKTP-UHFFFAOYSA-N,CC(=CCCC(=O)C)C,Aq_Sol_DB,-1.621048971,,,,,,,,1,,,,,-1.621048971,-1.621048971
UHFFVFAKEGKNAQ-UHFFFAOYSA-N,CCC(Cc1ccccc1)(C(=O)c1ccc(cc1)N1CCOCC1)N(C)C,Aq_Sol_DB,-4.793227892,,,,,,,,1,,,,,-4.793227892,-4.793227892
UHHYOKRQTQBKSB-UHFFFAOYSA-N,c1c(cc(c(c1F)F)F)F,Aq_Sol_DB,-2.3057,,,,,,,,1,,,,,-2.3057,-2.3057
