StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
UCNVFOCBFJOQAL-UHFFFAOYSA-N,"1,1-bis(4-chlorophenyl)-2,2-dichloroethylene; p,p'-DDE",Cl\C(Cl)=C(/C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,310,-0.011106395,D,NA,189.05,318.03,88.75,-2379.092677,-2379.098344,-0.0056672,-2378.963096,-2378.969173,-0.006077,0.1457,0.1463,-0.24061,0.19341,-0.0646,0.21264,493.0605469,0,-2.20492,-0.24951,0.26928,0.07694,26,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
UFBJCMHMOXMLKC-UHFFFAOYSA-N,"2,4-Dinitrophenol",OC1=CC=C(C=C1N(=O)=O)N(=O)=O,100 g solvent dissolves. 35.9 g Substance.,0.184891445,E,15,108.247,184.108,112.5,-716.5054785,-716.5173431,-0.011864603,-716.432233,-716.444734,-0.012501,3.681,4.9609,-0.29423,0.11941,-0.1386,0.26626,327.2171326,-2.27986,-0.15085,-0.66641,0.5406,-1.27256,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UFWIBTONFRDIAS-UHFFFAOYSA-N,naphthalene; naphtalene,C1=CC2=CC=CC=C2C=C1,Solubility: 218.5 mol/1000mol,0.470144966,E,24.95,103.53,128.174,80.2,-385.9069252,-385.9107769,-0.003851703,-385.790562,-385.794484,-0.003922,0.0001,0,-0.22302,0.20909,-0.04892,0.19505,309.2881775,0,-2.00512,-0.24778,0.25227,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
UGDXBXSNMVUDQD-FOCLMDBBSA-N,N.N'-bis-(4-dimethylamino-phenyl)-N-(tridecen-(2t)-oyl)-urea; N.N'-Bis-(4-dimethylamino-phenyl)-N-(tridecen-(2t)-oyl)-harnstoff,CCCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 9.04 mg Substance.,-3.841548882,A,20,405.389,492.705,122,-1539.225391,-1539.242371,-0.01698045,-1538.606081,-1538.62394,-0.017859,4.0412,4.875,-0.17805,0.20115,-0.05686,0.15008,977.8248291,-1.36307,-7.26025,-0.688,0.83524,-3.49241,80,9,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UHWJMXASZSKFEO-UHFFFAOYSA-N,"bis(2,4-dinitrophenyl)amine; 2,2',4,4'-tetranitrodiphenylamine; bis-(2,4-dinitro-phenyl)-amine; Bis-(2,4-dinitro-phenyl)-amin; 2.4.2'.4'-Tetranitro-diphenylamin; N-(2,4-dinitrophenyl)-2,4-dinitro-benzenamine; N-(2,4-dinitrophenyl)-2,4-dinitroaniline",O=N(=O)C1=CC(=C(NC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=C1)N(=O)=O,100 g solvent dissolves. 3.400 g Substance.,-1.11674556,C,15,212.04,349.216,199.375,-1336.703108,-1336.72809,-0.02498177,-1336.547287,-1336.572938,-0.025651,2.8539,4.2687,-0.27928,0.10896,-0.14905,0.25131,517.9967651,-3.18404,-0.49675,-0.57866,0.50318,-1.75653,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UIOBKSBTVLAPDR-DHDCSXOGSA-N,"1,3,7,9-Tetramethyl-2,8-diethyloxycarbonyl-dipyrrin; 2,4,2',4'-tetramethyl-1H,5'H-5,5'-methanylylidene-bis-pyrrole-3-carboxylic acid diethyl ester",CCOC(=O)C1=C(C)NC(\C=C2/N=C(C)C(C(=O)OCC)=C/2C)=C1C,2.00102,-2.235825584,B,25,291.315,344.411,189,-1148.968483,-1148.980957,-0.01247419,-1148.622741,-1148.636921,-0.01418,1.1335,1.9565,-0.21267,0.16279,-0.09522,0.1847,643.8050537,-2.45701,-2.73515,-0.72159,0.82593,-3.54653,49,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
UJKWVVLRVCSFBB-HNNXBMFYSA-N,N-D-pantoyl-beta-alanine-(2-benzoylmercapto-ethylamide); N-D-Pantoyl-beta-alanin-(2-benzoylmercapto-aethylamid); benzoyl pantetheine; S-Benzoyl-pantethein; S-Benzoyl-pantothein,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1)C(C)(C)CO,50,-0.883639862,D,20,297.55,382.481,116.5,-1585.466901,-1585.491906,-0.02500489,-1585.101465,-1585.126046,-0.024581,3.3852,4.3138,-0.25806,0.18135,-0.07666,0.23009,691.8087769,-3.60898,-2.84231,-0.80361,0.68752,-4.66818,52,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-carbazole; CARBAZOLE,N1C2=C(C=CC=C2)C2=C1C=CC=C2,100 g solvent dissolves. 9.7 g Substance.,-0.341620856,D,30,121.732,167.21,244,-517.4891776,-517.4968239,-0.007646216,-517.346424,-517.35414,-0.007716,1.6726,2.3545,-0.21114,0.2186,-0.03941,0.18317,359.0767212,0,-1.90524,-0.56036,0.45752,-0.56036,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
ULQISTXYYBZJSJ-QGZVFWFLSA-N,R-12-hydroxyoctadecanoic acid; (R)-12-hydroxyoctadecanoic acid; (R)-(-)-12-hydroxystearic acid; (R)-12-hydroxystearic acid; D-12-hydroxystearic acid; R-12-hydroxystearic acid; 12-hydroxy stearic acid,[H][C@@](O)(CCCCCC)CCCCCCCCCCC(O)=O,50,-0.778848457,D,NA,286.56,300.482,80.3,-933.3474525,-933.3599118,-0.012459308,-932.888278,-932.901482,-0.013204,0.4786,0.4727,-0.27022,0.25181,-0.0062,0.24225,717.3587646,-2.18311,-6.86775,-0.80337,0.83166,-2.18311,57,10,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UMVOQQDNEYOJOK-UHFFFAOYSA-N,"3,5-dimethylbenzoic acid; 3,5-dimethyl-benzoic acid; 3?,5?-dimethylbenzoic acid; 3,5-dimethyl benzoic acid; 3,5-Dimethylbenzoic acid; mesitylenic acid; m-xylylic acid",CC1=CC(=CC(C)=C1)C(O)=O,95.9,-0.194784817,D,20,117.58,150.177,169,-499.479091,-499.4868419,-0.00775094,-499.346757,-499.355176,-0.008419,2.6326,3.5373,-0.2539,0.19679,-0.06122,0.22593,350.262207,-1.37676,-1.44002,-0.72539,0.81316,-1.37676,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
UNTITLLXXOKDTB-UHFFFAOYSA-N,dibenzo-24-crown ether; dibenzo-24-crown-8,C1COCCOC2=C(OCCOCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,14.218,-1.498936526,C,25,326.898,448.513,103.5,-1535.563677,-1535.589434,-0.02575642,-1535.090037,-1535.116176,-0.026139,0.0026,0.0024,-0.20734,0.25664,-0.00137,0.17937,739.5759888,-4.63716,-2.74218,-0.61416,0.28024,-4.63716,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
UNXHWFMMPAWVPI-ZXZARUISSA-N,meso-erythritol; Erythritol,[H][C@](O)(CO)[C@]([H])(O)CO,Solubility: 0.05487 weight-percent,-2.452585735,B,23.4,95.541,122.121,120,-459.3256954,-459.3382267,-0.012531341,-459.208837,-459.222392,-0.013555,0,0,-0.27895,0.24796,-0.01005,0.25098,294.5007629,-3.23192,-0.19782,-0.81279,0.52209,-3.23192,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTQSUDKKBZEXHH-UHFFFAOYSA-N,"4-chloro-N1-(2-chloro-phenyl)-o-phenylenediamine; 4-Chlor-N1-(2-chlor-phenyl)-o-phenylendiamin; 2-Amino-2',4-dichlor-diphenylamin",NC1=C(NC2=C(Cl)C=CC=C2)C=CC(Cl)=C1,185,-0.136173606,D,20,168.236,253.131,105.375,-1493.222321,-1493.230355,-0.00803376,-1493.06936,-1493.077739,-0.008379,2.1431,2.8609,-0.20995,0.2228,-0.03521,0.18198,444.7177734,0,-1.55859,-0.86496,0.44195,-1.55874,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UUQHKWMIDYRWHH-UHFFFAOYSA-N,"2,4-dihydroxy-3,6-dimethyl-benzoic acid methyl ester",COC(=O)C1=C(O)C(C)=C(O)C=C1C,Solubility: 16.59 molpercent,0.35053991,E,19.99,148.246,196.203,141.75,-689.2291608,-689.2387679,-0.009607081,-689.062068,-689.070178,-0.00811,2.2985,3.0943,-0.2304,0.21131,-0.0467,0.20243,389.3809509,-2.67085,-0.90529,-0.72801,0.81401,-2.67085,26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UVSMNLNDYGZFPF-UHFFFAOYSA-N,"pomalidomide; 3 (4 amino 1,3 dioxo 1,3 dihydro 2h isoindol 2 yl) 2,6 piperidinedione; 4-amino-2-(2,6-dioxo-piperidin-3-yl)-isoindole-1,3-dione; Pomalidomide; (R/S)-4-amino-2-(2,6-dioxopiperidin-3-yl)-1H-isoindole-1,3(2H)-dione; (RS)-4-amino-2-(2,6-dioxo-3-piperidinyl)-1H-isoindole-1,3(2H)-dione; (R,S)-4-amino-2-(2,6-dioxo-3-piperidinyl)isoindol-1,3-dione",NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,1.99,-2.137703915,B,20,169.242,273.248,316.5,-967.2729993,-967.2936023,-0.02060299,-967.082859,-967.104219,-0.02136,6.4764,8.5685,-0.24172,0.15798,-0.10003,0.21375,455.5747375,-2.46489,0.90256,-0.82554,0.72366,-4.46841,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
UYIFTLBWAOGQBI-BZDYCCQFSA-N,Estradiol 3-benzoate; estradiol 3-benzoate; Estradiol benzoate,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)C4=CC=CC=C4)C=C3CC[C@@]21[H],200,-0.274730371,D,20,256.368,376.496,193,-1195.256932,-1195.269979,-0.01304709,-1194.832813,-1194.846939,-0.014126,2.7134,4.3554,-0.23672,0.19728,-0.06073,0.20875,649.7158203,-1.97323,-5.22478,-0.79893,0.82399,-1.97323,56,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
VFRHZMZLRWTDHX-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-dodecanoyl)-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-dodecanoyl)-harnstoff",CCCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 4.27 g Substance.,-1.170790508,C,20,301.158,496.693,118,-1576.351759,-1576.372153,-0.02039466,-1575.73369,-1575.753233,-0.019543,4.2961,5.6622,-0.17965,0.22886,-0.02915,0.15168,950.9866943,-2.1475,-6.77431,-0.79773,0.83633,-4.28188,80,8,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VHQGURIJMFPBKS-UHFFFAOYSA-N,"2,4,7-trinitrofluorene-9-one",O=C1C2=CC(=CC(=C2C2=C1C=C(C=C2)N(=O)=O)N(=O)=O)N(=O)=O,40.976,-0.88605527,D,22,175.514,315.199,175,-1188.967231,-1188.98657,-0.01933895,-1188.838695,-1188.858411,-0.019716,1.2817,1.9506,-0.305,0.09569,-0.16232,0.27703,472.9291687,-2.8401,-0.16332,-0.52923,0.58474,-1.31132,28,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
VHUNCYDAXJGCLO-AHMNSWSSSA-N,gaultherin; Gaultherin; 2-[(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)oxy]benzoic acid methyl ester; methyl salicylate 2-O-beta-D-xylosyl-(1->6)-beta-D-glucopyranoside; methyl salicylate 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside; methyl salicylate beta-primeveroside; methyl salicylate beta-primeveroside,COC(=O)C1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=CC=C1,Solubility:1.54 g/kg.,-2.567341591,B,19,278.731,446.408,180.25,-1642.369076,-1642.39731,-0.02823497,-1641.971924,-1642.001072,-0.029148,1.2651,1.6961,-0.25534,0.19201,-0.066,0.22737,687.1500854,-8.34832,0.41772,-0.8139,0.8413,-8.34832,57,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
VKONPUDBRVKQLM-IZLXSQMJSA-N,"cyclohexane-1,4-diol; trans-1,4-cyclohexane-1,4-diol; trans-1,4-dihydroxycyclohexane; trans-cyclohexane-1,4-diol; trans-1,4-cyclohexanediol; trans-cyclohexan-1,4-diol; (1R,4R)-cyclohexane-1,4-diol",O[C@H]1CC[C@H](O)CC1,19.1,-0.784023236,D,16,105.701,116.16,141.5,-386.3209529,-386.3315664,-0.010613507,-386.173476,-386.18413,-0.010654,2.4688,3.1161,-0.27695,0.25408,-0.00393,0.24898,296.2958374,-1.60664,-1.81232,-0.80332,0.50875,-1.60664,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
VKYKSIONXSXAKP-UHFFFAOYSA-N,hexamethylenetetramine; hexametylenetetramine; hexamethylenetetraamine; HMTA,C1N2CN3CN1CN(C2)C3,Solubility: 2.0 weight-percent,-0.950811187,D,20,107.734,140.188,304.5,-454.8369744,-454.845622,-0.00864762,-454.668668,-454.677127,-0.008459,0.0021,0.0039,-0.22722,0.25805,4.00E-05,0.19925,289.1261902,0,-0.65662,-0.58154,0.24858,-2.32583,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
VLIUIBXPEDFJRF-UHFFFAOYSA-N,2-((2-chlorophenyl)(phenyl)amino)-N-(7- (hydroxyamino)-7-oxoheptyl)pyrimidine-5-carboxamide; 2-((2-chlorophenyl)(phenyl)amino)-N-(7-(hydroxyamino)-7-oxoheptyl)pyrimidine-5-carboxamide; 2-((2-chlorophenyl)(phenyl)amino)-N-(7-(hydroxyamino)-7-oxohepl)pyrimidine-5-carboxamide,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl,11,-1.628811407,C,15,414.383,467.955,173,-1889.870996,-1889.897535,-0.02653901,-1889.467059,-1889.494859,-0.0278,4.6078,5.838,-0.22416,0.20296,-0.05505,0.19619,809.8226318,-2.0078,-2.67993,-0.70616,0.67113,-4.50953,59,6,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
VLPXGVNKPRHLGC-UHFFFAOYSA-N,"N,N-diphenylacetoacetamide; 3-oxo-N,N-diphenylbutanamide; N,N-diphenylacetylacetamide; N,N-diphenyl-acetoacetamide; N,N-Diphenyl-acetoacetamid; acetoacetic acid diphenylamide; Acetessigsaeure-diphenylamid",CC(=O)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,460,0.259120927,E,20,179.951,253.301,83,-823.9744248,-823.9872299,-0.012805145,-823.747888,-823.761596,-0.013708,2.9389,4.458,-0.23422,0.21718,-0.04083,0.20625,490.2775879,-1.26593,-2.19731,-0.78095,0.71358,-1.7568,34,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
VMFZFBNQMGFEJG-UHFFFAOYSA-N,"N-acetyl-N,N'-bis-(4-dimethylamino-phenyl)-urea; N-Acetyl-N,N'-bis-(4-dimethylamino-phenyl)-harnstoff",CN(C)C1=CC=C(NC(=O)N(C(C)=O)C2=CC=C(C=C2)N(C)C)C=C1,100 g solvent dissolves. 0.92 g Substance.,-1.673363962,C,20,222.875,340.425,150.5,-1107.990438,-1108.006888,-0.01645016,-1107.638776,-1107.655581,-0.016805,3.3226,3.7097,-0.18034,0.2355,-0.02251,0.15237,631.7095337,-1.34803,-2.658,-0.77176,0.83614,-3.48723,49,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VOXZDWNPVJITMN-ZBRFXRBCSA-N,"estradiol; (17beta)-estra-1,3,5(10)-triene-3,17-diol; 3,17alpha-dihydroxy-1,3,5(10)-estratriene; 3,17beta-dihydroxyestra-1,3,5(10)-triene; (17beta)-Estra-1,3,5(10)-triene-3,17-diol; estra-1,3,5(10)-triene-3,17beta-diol; estra-1,3,5(10)-triene-3,17beta-diol",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],100 g solvent dissolves. 7.24 g Substance.,-0.680578154,D,30,231.389,272.387,176.25,-850.8468843,-850.8580208,-0.011136481,-850.502419,-850.513853,-0.011434,1.6762,2.2001,-0.21872,0.24353,-0.01448,0.19075,489.6417236,-1.52976,-4.84555,-0.79922,0.52138,-1.52976,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
VPVXHAANQNHFSF-UHFFFAOYSA-N,"p-dioxanone; 1,4-dioxan-2-one; 1,4-dioxane-2-one; 2-oxo-1,4-dioxane; 1,4-dioxanone; 2-p-dioxanone; [1,4]dioxan-2-one",O=C1COCCO1,Solubility: 68.13 mol-percent,0.964031913,E,15.3,84.09,102.09,27.3,-381.7072434,-381.7192233,-0.011979881,-381.633578,-381.645433,-0.011855,4.1248,5.3478,-0.27248,0.24016,-0.01785,0.24451,252.6714478,-1.79146,0.27389,-0.63905,0.80147,-1.79146,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
VXTGHWHFYNYFFV-UHFFFAOYSA-N,"ricobendazole; [5-[(n-Propyl)sulfinyl]-1H-benzimidazol-2-yl]-carbamic acid,methyl ester; Ricobendazole; methyl (5-(propylsulfinyl)-1H-benzo[d]imidazol-2-yl)carbamate; albendazole sulphoxide; Albendazole sulfoxide; albendazol sulfoxide",CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1,0.04,-3.847163773,A,25,222.246,281.335,227,-1254.46138,-1254.481329,-0.01994867,-1254.242484,-1254.262756,-0.020272,6.8282,9.342,-0.22229,0.21985,-0.03816,0.19432,524.8612671,-2.2637,-1.41426,-1.02198,1.24606,-2.80792,34,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
VZCYOOQTPOCHFL-OWOJBTEDSA-N,(2E)-but-2-enedioic acid; fumaric acid,OC(=O)\C=C\C(O)=O,Solubility: 0.5831 molpercent,-1.103563434,C,23.84,57.087,116.073,287,-455.7563464,-455.7681813,-0.011834949,-455.706299,-455.718726,-0.012427,0,0,-0.30727,0.14845,-0.10956,0.2793,275.3537292,-2.673,1.05092,-0.70852,0.7812,-2.673,12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WDENQIQQYWYTPO-IBGZPJMESA-N,"(S)-4-(8-amino-3-(1-(but-2-ynoyl)pyrrolidin-2-yl)imidazo[1,5-a]pyrazin-1-yl)-N-(pyridin-2-yl)benzamide; 4-{8-amino-3-[(2S)-1-(2-butynoyl)-2-pyrrolidinyl]imidazo[1,5-a]pyrazin-1-yl}-N-(2-pyridinyl)benzamide; acalabrutinib; ACP-196",CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,3,-2.190811492,B,25,336.58,465.514,215,-1538.357287,-1538.38962,-0.03233318,-1537.96915,-1538.000311,-0.031161,7.0662,7.9028,-0.20231,0.19372,-0.06429,0.17434,791.9425659,-1.32414,-1.42648,-0.83518,0.69055,-5.13026,58,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
WDFKMLRRRCGAKS-UHFFFAOYSA-N,"chloroxine; 5,7-Dichloro-8-hydroxyquinoline; Chloroxine; 5,7-dichloro-8-hydroxyquinoline; 5,7-dichloro-8-quinolinoline; 5,7-dichloro-8-quinaldinol; 5,7-dichloro-quinolin-8-ol",OC1=C2N=CC=CC2=C(Cl)C=C1Cl,10,-1.330517261,C,25,133.688,214.051,179.75,-1396.360902,-1396.367032,-0.00612974,-1396.276111,-1396.282572,-0.006461,3.6415,4.9493,-0.23214,0.17407,-0.08394,0.20417,356.9813843,-0.69993,-0.42988,-0.69993,0.53624,-1.1708,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
WJFKNYWRSNBZNX-UHFFFAOYSA-N,10H-phenothiazine; Phenothiazine,N1C2=CC=CC=C2SC2=C1C=CC=C2,Solubility: 20 weight percent,-0.103555345,D,NA,137.6,199.276,184,-915.6625952,-915.6705164,-0.007921192,-915.520647,-915.528545,-0.007898,2.1875,3.1289,-0.19453,0.22907,-0.02894,0.16656,382.399292,0,-2.17568,-0.61675,0.4376,-0.30049,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
WJHXJYUKJVLCRB-UHFFFAOYSA-N,"hexachloroindanedione; hexachloro-indan-1,3-dione; Hexachlor-indan-1,3-dion; Perchlor-alpha.gamma-diketo-hydrinden; Hexachlor-1.3-dioxo-hydrinden; 2,2,4,5,6,7-Hexachlor indandion-(1,3)-<14C>; Hexachlorindandion-(1.3)",ClC1=C2C(=O)C(Cl)(Cl)C(=O)C2=C(Cl)C(Cl)=C1Cl,97.5,-0.558543656,D,25,159.491,352.816,157.125,-3254.558685,-3254.568574,-0.00988899,-3254.536891,-3254.546323,-0.009432,3.5478,5.0102,-0.2874,0.12557,-0.13244,0.25943,428.5297852,-1.01545,0.49358,-0.50776,0.55804,-0.49284,17,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
WKDNYTOXBCRNPV-UHFFFAOYSA-N,"3,3',4,4'-biphenyltetracarboxylic anhydride; 3,3',4,4'-biphenyltetracarboxylic dianhydride",O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,Solubility: 0.1 g/100g solvent,-2.573802534,B,25,171.816,294.22,301.5,-1064.747199,-1064.770113,-0.02291409,-1064.605724,-1064.628791,-0.023067,2.0711,2.752,-0.29782,0.12444,-0.13357,0.26985,478.4319458,-3.30807,1.65658,-0.55527,0.82257,-3.30807,28,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
WLJVXDMOQOGPHL-UHFFFAOYSA-N,phenylacetic acid; Phenylacetic acid; phenylacetate,OC(=O)CC1=CC=CC=C1,Solubility: 172 p(g/100g solution),0.996380458,E,20,106.782,136.15,76.4,-460.1512214,-460.1614897,-0.010268297,-460.041677,-460.054801,-0.013124,1.4112,2.1078,-0.25494,0.23717,-0.02084,0.22697,324.3921814,-1.36844,-0.99144,-0.7275,0.83224,-1.36844,18,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WNLRTRBMVRJNCN-UHFFFAOYSA-N,Adipic acid; hexanedioic acid; adipinic acid,OC(=O)CCCCC(O)=O,Solubility: 1.687 molpercent,-0.642191393,D,24.99,107.345,146.143,152,-535.6178766,-535.6320593,-0.014182633,-535.493875,-535.508707,-0.014832,0,0,-0.29379,0.24729,-0.01072,0.26582,349.1307068,-2.75492,-0.40354,-0.728,0.83179,-2.75492,20,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
