StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any.halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all.aromatic,aromatic.C,aromatic.N,aromatic.S,aromatic.O,nitrile,X1st.2nd.amine,nitro,azo,alcohol,ether.inc..ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at.least.1.ring,unfused.benzene.ring,X3.membered.ring,X4.membered.ring,X5.membered.ring,X6.membered.ring,X7.membered.ring,H.bond.donor,Acidic.hydroxyl,H.bond.acceptor
UFBJCMHMOXMLKC-UHFFFAOYSA-N,"2,4-Dinitrophenol",OC1=CC=C(C=C1N(=O)=O)N(=O)=O,100 g solvent dissolves. 35.9 g Substance.,0.184891445,E,15,98.087,184.108,112.5,-0.053697297,-0.066552155,-0.012854858,0.01257,-0.001744,-0.014314,3.8832,5.2732,-0.39829,0.17921,-0.0788,0.37032,328.6468506,-2.426944,-0.351014,-0.547329,0.906527,-0.634501,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UFWIBTONFRDIAS-UHFFFAOYSA-N,naphthalene; naphtalene,C1=CC2=CC=CC=C2C=C1,Solubility: 218.5 mol/1000mol,0.470144966,E,24.95,152.523,128.174,80.2,0.064493136,0.06121905,-0.003274086,0.171625,0.167962,-0.003663,0.0001,0,-0.32635,0.2433,-0.01471,0.29838,309.4355774,0,-1.259316,-0.171684,0.159656,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
UGDXBXSNMVUDQD-FOCLMDBBSA-N,N.N'-bis-(4-dimethylamino-phenyl)-N-(tridecen-(2t)-oyl)-urea; N.N'-Bis-(4-dimethylamino-phenyl)-N-(tridecen-(2t)-oyl)-harnstoff,CCCCCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 9.04 mg Substance.,-3.841548882,A,20,705.979,492.705,122,-0.108153293,-0.131676059,-0.023522766,0.444446,0.422626,-0.02182,6.7573,6.7329,-0.2934,0.24539,-0.01262,0.26543,976.0527954,-1.205534,-4.172255,-0.60495,0.720125,-2.723187,80,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UHWJMXASZSKFEO-UHFFFAOYSA-N,"bis(2,4-dinitrophenyl)amine; 2,2',4,4'-tetranitrodiphenylamine; bis-(2,4-dinitro-phenyl)-amine; Bis-(2,4-dinitro-phenyl)-amin; 2.4.2'.4'-Tetranitro-diphenylamin; N-(2,4-dinitrophenyl)-2,4-dinitro-benzenamine; N-(2,4-dinitrophenyl)-2,4-dinitroaniline",O=N(=O)C1=CC(=C(NC2=CC=C(C=C2N(=O)=O)N(=O)=O)C=C1)N(=O)=O,100 g solvent dissolves. 3.400 g Substance.,-1.11674556,C,15,206.405,349.216,199.375,0.055053851,0.027974636,-0.027079215,0.200118,0.170775,-0.029343,3.0955,4.6928,-0.38528,0.15309,-0.10492,0.35731,516.5601807,-3.971262,-0.737278,-0.514991,0.892488,-0.823843,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UIOBKSBTVLAPDR-DHDCSXOGSA-N,"1,3,7,9-Tetramethyl-2,8-diethyloxycarbonyl-dipyrrin; 2,4,2',4'-tetramethyl-1H,5'H-5,5'-methanylylidene-bis-pyrrole-3-carboxylic acid diethyl ester",CCOC(=O)C1=C(C)NC(\C=C2/N=C(C)C(C(=O)OCC)=C/2C)=C1C,2.00102,-2.235825584,B,25,372.071,344.411,189,-0.24222548,-0.259528583,-0.017303104,0.063662,0.044743,-0.018919,2.6595,3.4858,-0.31426,0.20542,-0.05259,0.28629,646.9473267,-2.191371,-1.645791,-0.616161,0.729942,-2.799083,49,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
UJKWVVLRVCSFBB-HNNXBMFYSA-N,N-D-pantoyl-beta-alanine-(2-benzoylmercapto-ethylamide); N-D-Pantoyl-beta-alanin-(2-benzoylmercapto-aethylamid); benzoyl pantetheine; S-Benzoyl-pantethein; S-Benzoyl-pantothein,[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)C1=CC=CC=C1)C(C)(C)CO,50,-0.883639862,D,20,390.03,382.481,116.5,-0.341385044,-0.366589204,-0.02520416,-0.022998,-0.045274,-0.022276,2.2327,5.7995,-0.3508,0.22722,-0.03079,0.32283,700.8468628,-2.857229,-0.910468,-0.637857,0.631944,-4.017656,52,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-carbazole; CARBAZOLE,N1C2=C(C=CC=C2)C2=C1C=CC=C2,100 g solvent dissolves. 9.7 g Substance.,-0.341620856,D,30,187.965,167.21,244,0.08573564,0.079378711,-0.006356929,0.216972,0.210059,-0.006913,1.2584,1.8201,-0.30667,0.24821,-0.0098,0.2787,360.6936951,0,-1.244925,-0.328548,0.297888,-0.328548,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
ULQISTXYYBZJSJ-QGZVFWFLSA-N,R-12-hydroxyoctadecanoic acid; (R)-12-hydroxyoctadecanoic acid; (R)-(-)-12-hydroxystearic acid; (R)-12-hydroxystearic acid; D-12-hydroxystearic acid; R-12-hydroxystearic acid; 12-hydroxy stearic acid,[H][C@@](O)(CCCCCC)CCCCCCCCCCC(O)=O,50,-0.778848457,D,NA,438.291,300.482,80.3,-0.357497078,-0.370360196,-0.012863118,0.05324,0.038528,-0.014712,1.303,1.5971,-0.37867,0.27824,0.02023,0.3507,713.3777466,-1.726175,-3.800816,-0.60839,0.677381,-1.726175,57,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UMVOQQDNEYOJOK-UHFFFAOYSA-N,"3,5-dimethylbenzoic acid; 3,5-dimethyl-benzoic acid; 3?,5?-dimethylbenzoic acid; 3,5-dimethyl benzoic acid; 3,5-Dimethylbenzoic acid; mesitylenic acid; m-xylylic acid",CC1=CC(=CC(C)=C1)C(O)=O,95.9,-0.194784817,D,20,152.213,150.177,169,-0.133932376,-0.141653349,-0.007720973,-0.014486,-0.021491,-0.007005,3.2769,4.1406,-0.35033,0.23498,-0.02303,0.32236,351.4277344,-1.100508,-0.850581,-0.572983,0.655293,-1.100508,21,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
UNTITLLXXOKDTB-UHFFFAOYSA-N,dibenzo-24-crown ether; dibenzo-24-crown-8,C1COCCOC2=C(OCCOCCOCCOC3=C(OCCO1)C=CC=C3)C=CC=C2,14.218,-1.498936526,C,25,459.28,448.513,103.5,-0.435382031,-0.456878849,-0.021496818,-0.005034,-0.025363,-0.020329,0.0262,0.0744,-0.31687,0.25786,-0.00015,0.2889,626.5395508,-3.539315,-1.50652,-0.479891,0.18643,-3.539315,64,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
UNXHWFMMPAWVPI-ZXZARUISSA-N,meso-erythritol; Erythritol,[H][C@](O)(CO)[C@]([H])(O)CO,Solubility: 0.05487 weight-percent,-2.452585735,B,23.4,148.745,122.121,120,-0.299343811,-0.312031311,-0.0126875,-0.203585,-0.217253,-0.013668,0,0,-0.38447,0.3055,0.04749,0.3565,288.7748108,-2.353056,0.084306,-0.599602,0.355472,-2.353056,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
UTQSUDKKBZEXHH-UHFFFAOYSA-N,"4-chloro-N1-(2-chloro-phenyl)-o-phenylenediamine; 4-Chlor-N1-(2-chlor-phenyl)-o-phenylendiamin; 2-Amino-2',4-dichlor-diphenylamin",NC1=C(NC2=C(Cl)C=CC=C2)C=CC(Cl)=C1,185,-0.136173606,D,20,229.63,253.131,105.375,0.04717394,0.039424209,-0.00774973,0.185869,0.177581,-0.008288,1.9945,3.0344,-0.31812,0.24601,-0.012,0.29015,442.5618286,0,-0.944262,-0.481684,0.276451,-1.082549,26,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UUQHKWMIDYRWHH-UHFFFAOYSA-N,"2,4-dihydroxy-3,6-dimethyl-benzoic acid methyl ester",COC(=O)C1=C(O)C(C)=C(O)C=C1C,Solubility: 16.59 molpercent,0.35053991,E,19.99,186.682,196.203,141.75,-0.27756152,-0.287567056,-0.010005536,-0.133666,-0.144501,-0.010835,1.8724,2.4844,-0.34269,0.2404,-0.01761,0.31472,389.0166931,-2.010436,-0.457499,-0.573653,0.723249,-2.010436,26,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UVSMNLNDYGZFPF-UHFFFAOYSA-N,"pomalidomide; 3 (4 amino 1,3 dioxo 1,3 dihydro 2h isoindol 2 yl) 2,6 piperidinedione; 4-amino-2-(2,6-dioxo-piperidin-3-yl)-isoindole-1,3-dione; Pomalidomide; (R/S)-4-amino-2-(2,6-dioxopiperidin-3-yl)-1H-isoindole-1,3(2H)-dione; (RS)-4-amino-2-(2,6-dioxo-3-piperidinyl)-1H-isoindole-1,3(2H)-dione; (R,S)-4-amino-2-(2,6-dioxo-3-piperidinyl)isoindol-1,3-dione",NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,1.99,-2.137703915,B,20,231.592,273.248,316.5,-0.222432236,-0.243204485,-0.020772249,-0.050208,-0.073094,-0.022886,7.9405,10.9668,-0.34679,0.20231,-0.0557,0.31882,456.6331482,-2.168284,1.328841,-0.569899,0.699484,-3.721095,31,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
UYIFTLBWAOGQBI-BZDYCCQFSA-N,Estradiol 3-benzoate; estradiol 3-benzoate; Estradiol benzoate,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)C4=CC=CC=C4)C=C3CC[C@@]21[H],200,-0.274730371,D,20,437.313,376.496,193,-0.173086671,-0.184773575,-0.011686904,0.212993,0.200082,-0.012911,0.9654,0.6909,-0.32502,0.23046,-0.02755,0.29705,644.0369873,-1.599182,-2.809064,-0.598669,0.67161,-1.599182,56,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
VFRHZMZLRWTDHX-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-dodecanoyl)-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-dodecanoyl)-harnstoff",CCCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 4.27 g Substance.,-1.170790508,C,20,655.056,496.693,118,-0.209527066,-0.23588038,-0.026353314,0.342205,0.317088,-0.025117,5.8867,7.5937,-0.28339,0.26247,0.00446,0.25542,942.894104,-1.793061,-3.85817,-0.598503,0.718654,-3.29685,80,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VHQGURIJMFPBKS-UHFFFAOYSA-N,"2,4,7-trinitrofluorene-9-one",O=C1C2=CC(=CC(=C2C2=C1C=C(C=C2)N(=O)=O)N(=O)=O)N(=O)=O,40.976,-0.88605527,D,22,185.127,315.199,175,0.038777569,0.017836624,-0.020940945,0.159965,0.137694,-0.022271,0.9504,1.4552,-0.40986,0.14281,-0.1152,0.38189,472.6435852,-3.325478,-0.256622,-0.488133,0.870141,-0.732768,28,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
VHUNCYDAXJGCLO-AHMNSWSSSA-N,gaultherin; Gaultherin; 2-[(6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)oxy]benzoic acid methyl ester; methyl salicylate 2-O-beta-D-xylosyl-(1->6)-beta-D-glucopyranoside; methyl salicylate 6-O-beta-D-xylopyranosyl-beta-D-glucopyranoside; methyl salicylate beta-primeveroside; methyl salicylate beta-primeveroside,COC(=O)C1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=CC=C1,Solubility:1.54 g/kg.,-2.567341591,B,19,393.186,446.408,180.25,-0.796355368,-0.819938466,-0.023583098,-0.453502,-0.480395,-0.026893,2.1046,3.5042,-0.35637,0.23153,-0.02648,0.3284,656.913269,-6.372752,1.005292,-0.585384,0.69523,-6.372752,57,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
VKONPUDBRVKQLM-IZLXSQMJSA-N,"cyclohexane-1,4-diol; trans-1,4-cyclohexane-1,4-diol; trans-1,4-dihydroxycyclohexane; trans-cyclohexane-1,4-diol; trans-1,4-cyclohexanediol; trans-cyclohexan-1,4-diol; (1R,4R)-cyclohexane-1,4-diol",O[C@H]1CC[C@H](O)CC1,19.1,-0.784023236,D,16,144.629,116.16,141.5,-0.182432359,-0.191919887,-0.009487527,-0.053686,-0.06357,-0.009884,2.3752,2.8833,-0.38524,0.34394,0.08593,0.35727,298.0759888,-1.235454,-0.880584,-0.617727,0.326211,-1.235454,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
VKYKSIONXSXAKP-UHFFFAOYSA-N,hexamethylenetetramine; hexametylenetetramine; hexamethylenetetraamine; HMTA,C1N2CN3CN1CN(C2)C3,Solubility: 2.0 weight-percent,-0.950811187,D,20,182.86,140.188,304.5,0.044636182,0.034113323,-0.01052286,0.196714,0.185841,-0.010873,0,0.0126,-0.34636,0.32713,0.06912,0.31839,295.9917297,0,-0.244946,-0.408445,0.156787,-1.630458,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
VLIUIBXPEDFJRF-UHFFFAOYSA-N,2-((2-chlorophenyl)(phenyl)amino)-N-(7- (hydroxyamino)-7-oxoheptyl)pyrimidine-5-carboxamide; 2-((2-chlorophenyl)(phenyl)amino)-N-(7-(hydroxyamino)-7-oxoheptyl)pyrimidine-5-carboxamide; 2-((2-chlorophenyl)(phenyl)amino)-N-(7-(hydroxyamino)-7-oxohepl)pyrimidine-5-carboxamide,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl,11,-1.628811407,C,15,496.421,467.955,173,-0.035064266,-0.064719415,-0.029655149,0.327721,0.299177,-0.028544,6.1438,7.8391,-0.3308,0.22823,-0.02978,0.30283,819.5614624,-1.612371,-0.896853,-0.645829,0.663471,-3.75931,59,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
VLPXGVNKPRHLGC-UHFFFAOYSA-N,"N,N-diphenylacetoacetamide; 3-oxo-N,N-diphenylbutanamide; N,N-diphenylacetylacetamide; N,N-diphenyl-acetoacetamide; N,N-Diphenyl-acetoacetamid; acetoacetic acid diphenylamide; Acetessigsaeure-diphenylamid",CC(=O)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,460,0.259120927,E,20,267.204,253.301,83,-0.055382528,-0.068685363,-0.013302836,0.150539,0.136267,-0.014272,4.5816,6.7341,-0.33121,0.24247,-0.01554,0.30324,492.0548401,-1.153079,-1.192248,-0.649984,0.682386,-1.576674,34,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
VMFZFBNQMGFEJG-UHFFFAOYSA-N,"N-acetyl-N,N'-bis-(4-dimethylamino-phenyl)-urea; N-Acetyl-N,N'-bis-(4-dimethylamino-phenyl)-harnstoff",CN(C)C1=CC=C(NC(=O)N(C(C)=O)C2=CC=C(C=C2)N(C)C)C=C1,100 g solvent dissolves. 0.92 g Substance.,-1.673363962,C,20,376.291,340.425,150.5,-0.063326101,-0.084775367,-0.021449266,0.247963,0.22655,-0.021413,3.6883,4.6905,-0.28447,0.26191,0.0039,0.2565,635.4960938,-1.202835,-1.516472,-0.609769,0.722431,-2.72508,49,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VOXZDWNPVJITMN-ZBRFXRBCSA-N,"estradiol; (17beta)-estra-1,3,5(10)-triene-3,17-diol; 3,17alpha-dihydroxy-1,3,5(10)-estratriene; 3,17beta-dihydroxyestra-1,3,5(10)-triene; (17beta)-Estra-1,3,5(10)-triene-3,17-diol; estra-1,3,5(10)-triene-3,17beta-diol; estra-1,3,5(10)-triene-3,17beta-diol",[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],100 g solvent dissolves. 7.24 g Substance.,-0.680578154,D,30,340.843,272.387,176.25,-0.163782646,-0.174235658,-0.010453012,0.148731,0.137149,-0.011582,1.9711,2.4125,-0.31973,0.26928,0.01127,0.29176,487.4446716,-1.105776,-2.793158,-0.59811,0.348689,-1.105776,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
VPVXHAANQNHFSF-UHFFFAOYSA-N,"p-dioxanone; 1,4-dioxan-2-one; 1,4-dioxane-2-one; 2-oxo-1,4-dioxane; 1,4-dioxanone; 2-p-dioxanone; [1,4]dioxan-2-one",O=C1COCCO1,Solubility: 68.13 mol-percent,0.964031913,E,15.3,112.117,102.09,27.3,-0.189368841,-0.201414464,-0.012045622,-0.125736,-0.138326,-0.01259,3.9289,5.0923,-0.38088,0.27296,0.01495,0.35291,253.7346497,-1.393061,0.337688,-0.532548,0.625264,-1.393061,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
VXTGHWHFYNYFFV-UHFFFAOYSA-N,"ricobendazole; [5-[(n-Propyl)sulfinyl]-1H-benzimidazol-2-yl]-carbamic acid,methyl ester; Ricobendazole; methyl (5-(propylsulfinyl)-1H-benzo[d]imidazol-2-yl)carbamate; albendazole sulphoxide; Albendazole sulfoxide; albendazol sulfoxide",CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1,0.04,-3.847163773,A,25,230.908,281.335,227,-0.112041174,-0.134740118,-0.022698945,0.079627,0.054985,-0.024642,5.7878,8.1481,-0.30634,0.23608,-0.02193,0.27837,524.2684326,-1.841012,-0.792384,-0.852622,1.068388,-1.988399,34,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
VZCYOOQTPOCHFL-OWOJBTEDSA-N,(2E)-but-2-enedioic acid; fumaric acid,OC(=O)\C=C\C(O)=O,Solubility: 0.5831 molpercent,-1.103563434,C,23.84,96.495,116.073,287,-0.254030338,-0.264460536,-0.010430198,-0.215054,-0.228174,-0.01312,0,0,-0.43013,0.19774,-0.06027,0.40216,277.2314758,-2.089156,0.936676,-0.534742,0.652463,-2.089156,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WDENQIQQYWYTPO-IBGZPJMESA-N,"(S)-4-(8-amino-3-(1-(but-2-ynoyl)pyrrolidin-2-yl)imidazo[1,5-a]pyrazin-1-yl)-N-(pyridin-2-yl)benzamide; 4-{8-amino-3-[(2S)-1-(2-butynoyl)-2-pyrrolidinyl]imidazo[1,5-a]pyrazin-1-yl}-N-(2-pyridinyl)benzamide; acalabrutinib; ACP-196",CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,3,-2.190811492,B,25,462.828,465.514,215,0.142902858,0.107647705,-0.035255154,0.496221,0.461801,-0.03442,7.829,10.1221,-0.3089,0.23261,-0.0254,0.28093,796.789856,-1.198725,-0.588952,-0.646521,0.705925,-3.800562,58,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
WDFKMLRRRCGAKS-UHFFFAOYSA-N,"chloroxine; 5,7-Dichloro-8-hydroxyquinoline; Chloroxine; 5,7-dichloro-8-hydroxyquinoline; 5,7-dichloro-8-quinolinoline; 5,7-dichloro-8-quinaldinol; 5,7-dichloro-quinolin-8-ol",OC1=C2N=CC=CC2=C(Cl)C=C1Cl,10,-1.330517261,C,25,137.401,214.051,179.75,-0.01631849,-0.022164813,-0.005846323,0.060014,0.053242,-0.006772,3.5554,4.7594,-0.32842,0.21182,-0.04619,0.30045,356.7539063,-0.44025,-0.231704,-0.44025,0.36593,-0.875586,18,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
WJFKNYWRSNBZNX-UHFFFAOYSA-N,10H-phenothiazine; Phenothiazine,N1C2=CC=CC=C2SC2=C1C=CC=C2,Solubility: 20 weight percent,-0.103555345,D,NA,189.214,199.276,184,0.081958662,0.073992615,-0.007966046,0.210458,0.203334,-0.007124,2.3576,3.2776,-0.2821,0.24767,-0.01034,0.25413,382.8633728,0,-1.206852,-0.406165,0.288253,-0.406919,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
WJHXJYUKJVLCRB-UHFFFAOYSA-N,"hexachloroindanedione; hexachloro-indan-1,3-dione; Hexachlor-indan-1,3-dion; Perchlor-alpha.gamma-diketo-hydrinden; Hexachlor-1.3-dioxo-hydrinden; 2,2,4,5,6,7-Hexachlor indandion-(1,3)-<14C>; Hexachlorindandion-(1.3)",ClC1=C2C(=O)C(Cl)(Cl)C(=O)C2=C(Cl)C(Cl)=C1Cl,97.5,-0.558543656,D,25,117.346,352.816,157.125,-0.101686732,-0.110552785,-0.008866053,-0.079354,-0.088902,-0.009548,2.7821,3.8054,-0.3782,0.17156,-0.08645,0.35023,425.3496399,-0.77511,0.692309,-0.387555,0.556113,-0.692312,17,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
WKDNYTOXBCRNPV-UHFFFAOYSA-N,"3,3',4,4'-biphenyltetracarboxylic anhydride; 3,3',4,4'-biphenyltetracarboxylic dianhydride",O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,Solubility: 0.1 g/100g solvent,-2.573802534,B,25,187.881,294.22,301.5,-0.241388474,-0.264179564,-0.02279109,-0.110878,-0.134853,-0.023975,3.2058,4.264,-0.40442,0.17005,-0.08796,0.37645,485.6946411,-2.744494,1.627342,-0.526852,0.666206,-2.744494,28,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
WLJVXDMOQOGPHL-UHFFFAOYSA-N,phenylacetic acid; Phenylacetic acid; phenylacetate,OC(=O)CC1=CC=CC=C1,Solubility: 172 p(g/100g solution),0.996380458,E,20,155.731,136.15,76.4,-0.11410079,-0.123777332,-0.009676542,-0.017677,-0.029256,-0.011579,1.8606,2.4468,-0.35546,0.26126,0.00325,0.32749,325.1073914,-1.102766,-0.472591,-0.567599,0.688316,-1.102766,18,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WNLRTRBMVRJNCN-UHFFFAOYSA-N,Adipic acid; hexanedioic acid; adipinic acid,OC(=O)CCCCC(O)=O,Solubility: 1.687 molpercent,-0.642191393,D,24.99,153.239,146.143,152,-0.324678843,-0.337977357,-0.013298513,-0.215578,-0.233088,-0.01751,0,0,-0.41981,0.27226,0.01425,0.39184,349.5747986,-2.232,0.102866,-0.572932,0.678654,-2.232,20,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WNSIHLBGVWBZIH-UHFFFAOYSA-N,"2-acetoxy-1,3-bis-(4-nitro-benzoyloxy)-propane; 2-Acetoxy-1,3-bis-(4-nitro-benzoyloxy)-propan; Glycerin-beta-acetat-alpha.alpha'-bis-(4-nitro-benzoat)",CC(=O)OC(COC(=O)C1=CC=C(C=C1)N(=O)=O)COC(=O)C1=CC=C(C=C1)N(=O)=O,100 g solvent dissolves. 2.34 g Substance.,-1.371742918,C,21,315.43,432.343,161,-0.344680434,-0.369851503,-0.025171068,-0.096575,-0.12467,-0.028095,7.775,9.427,-0.39688,0.17841,-0.0796,0.36891,690.2579346,-4.947034,0.19269,-0.598261,0.843749,-3.264479,47,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
WOUBWJAJSXAOIV-UHFFFAOYSA-N,"benzene-1,4-disulfonamide; Benzol-1,4-disulfonamid; Benzoldisulfonsaeure-(1,4)-diamid; Benzol-1,4-disulfonsaeure-diamid; Benzol-1.4-disulfonamid; Benzol-p-bissulphonamid",NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,40,-0.771354104,D,25,182.197,236.273,288,-0.186136603,-0.229436218,-0.043299614,-0.091862,-0.133692,-0.04183,0.0062,0.4124,-0.39428,0.19981,-0.0582,0.36631,400.7149353,-3.937644,-1.148376,-0.987586,2.537759,-0.704899,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1
