StdInChIKey,Name,Smile,Sol,LogS,S,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
UJHIVOCEDKLHRM-UHFFFAOYSA-N,4-acetylamino-2-methyl-benzoic acid ethyl ester; 4-Acetylamino-2-methyl-benzoesaeure-aethylester,CCOC(=O)c1ccc(NC(C)=O)cc1C,100 g solvent dissolves. 5 g Substance.,-0.703420946,0.197960733,E,20,186.822,221.256,124,-746.8086999,-746.814833,-0.006133052,-746.598795,-746.607359,-0.008564,2.5944,3.0561,-0.23851,0.12399,-0.05633,0.0796,463.4028625,-1.84373,-1.50309,-0.76966,0.81223,-2.46877,31,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-carbazole; CARBAZOLE,[nH]1c2ccccc2c3ccccc13,100 g solvent dissolves. 0.7 g Substance.,-1.435660101,0.036672448,D,15.5,126.201,167.21,239,-517.4891777,-517.4924804,-0.003302775,-517.346424,-517.349765,-0.003341,1.6726,1.966,-0.21114,0.14091,-0.03941,0.05223,359.0266724,0,-1.84975,-0.56213,0.44619,-0.56213,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
UKFXDFUAPNAMPJ-UHFFFAOYSA-N,ethylmalonic acid; monoethyl malonic acid; 2-ethylmalonic acid; ethyl malonic acid; Ethylmalonic acid; EMA; Aethyl-malonsaeure,CCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.015 g Substance.,-3.002360051,0.000994581,B,NA,93.415,132.116,111,-496.2955371,-496.3014237,-0.005886628,-496.197784,-496.203727,-0.005943,2.4756,2.9204,-0.29967,0.15177,-0.02855,0.14076,305.4710388,-2.65383,0.06017,-0.71846,0.83568,-2.65383,17,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UMVOQQDNEYOJOK-UHFFFAOYSA-N,"3,5-dimethylbenzoic acid; 3,5-dimethyl-benzoic acid; 3?,5?-dimethylbenzoic acid; 3,5-dimethyl benzoic acid; 3,5-Dimethylbenzoic acid; mesitylenic acid; m-xylylic acid",Cc1cc(C)cc(c1)C(O)=O,20.6,-0.862736204,0.137171471,E,20,119.115,150.177,166,-499.479091,-499.4827835,-0.003692424,-499.346727,-499.350579,-0.003852,2.6326,3.0444,-0.2539,0.11911,-0.06121,0.09499,350.2869568,-1.35698,-1.43196,-0.72634,0.80774,-1.35698,21,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
UNMSQGCYXOMOAC-UHFFFAOYSA-N,"N-(2-hydroxyethyl)-N-(2',4',6'-trinitrophenyl)nitramine nitrate; N-(2,4,6-trinitrophenyl)nitraminoethanol nitrate; 1-nitryloxy-2-(2,4,6,N-tetranitro-anilino)-ethane; 1-Nitryloxy-2-(2,4,6,N-tetranitro-anilino)-aethan; Pentryl; 2-(N,2,4,6-Tetranitro-anilino)-ethylnitrat",[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 0.70 g Substance.,-1.771309128,0.016931322,D,25,211.079,362.169,116,-1463.901384,-1463.912364,-0.01098039,-1463.768458,-1463.779148,-0.01069,4.977,6.0644,-0.32638,0.01403,-0.16629,0.16747,493.9605713,-3.95335,-0.32197,-0.39948,0.72518,-1.40338,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
UPFSMSDGKQSRLD-UHFFFAOYSA-N,2-n-hexyl malonic acid; hexylmalonic acid; Hexyl-malonsaeure,CCCCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.0306 g Substance.,-1.846449466,0.014241329,D,NA,150.515,188.224,106,-653.5548418,-653.5607685,-0.005926732,-653.351999,-653.358186,-0.006187,2.2164,2.5981,-0.2984,0.1521,-0.02822,0.13949,431.1801453,-2.65196,-1.78638,-0.71906,0.83739,-2.65196,29,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UTMLDQRMPCLKEF-UHFFFAOYSA-N,"N-(4,4'-bis-dimethylamino-benzhydrylidene)-p-phenylenediamine; N-(4,4'-Bis-dimethylamino-benzhydryliden)-p-phenylendiamin; N-(4-Amino-phenyl)-auramin",CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C,15.5,-1.364140502,0.043237393,D,20,257.747,358.486,221.5,-1111.127356,-1111.134552,-0.00719575,-1110.73838,-1110.745704,-0.007324,2.983,3.6412,-0.17496,0.14105,-0.03927,0.01605,675.2142944,0,-4.26101,-0.87251,0.41095,-2.31798,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UWKOOOMCKYNLFU-UHFFFAOYSA-N,4-hydroxy-3-chloro phenyl azobenzene; 2-chloro-4-phenylazo-phenol; 2-Chlor-4-phenylazo-phenol; 4-Benzolazo-2-chlor-phenol; 3-Chlor-4-oxy-azobenzol,Oc1ccc(cc1Cl)N=Nc2ccccc2,100 g solvent dissolves. 22.95 g Substance.,-0.063451727,0.864068699,E,30,132.264,232.669,85,-1107.603753,-1107.606711,-0.00295717,-1107.46016,-1107.463426,-0.003266,0.8229,0.8452,-0.23148,0.08497,-0.09535,0.07257,440.9724426,-0.69433,-1.48497,-0.69433,0.51999,-1.10138,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UXYRZRFBRUPVBU-UHFFFAOYSA-N,"1,12-diphenyl-dodeca-1,3,5,7,9,11-hexaene; alpha,omega-diphenyldodecahexaene; diphenyldodecahexaene; 1,12-Diphenyl-dodeca-1,3,5,7,9,11-hexaen; 1,12-Diphenyl-1,3,5,7,9,11-dodecahexaen; 1,12-Diphenyl-dodecahexaen-1,3,5,7,9,11; 1,12-Diphenyl-dodecahexaen",C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2,0.06,-3.713825025,0.000193275,B,19,241.467,310.439,260,-927.7826868,-927.7871426,-0.004455838,-927.455147,-927.459399,-0.004252,0.0003,0.0001,-0.1823,0.08812,-0.0922,0.02339,695.1555786,0,-5.1892,-0.26419,0.24737,0,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
UYIFTLBWAOGQBI-BZDYCCQFSA-N,Estradiol 3-benzoate; estradiol 3-benzoate; Estradiol benzoate,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,30,-1.098639112,0.079682121,D,20,265.255,376.496,195,-1195.256932,-1195.262652,-0.00571946,-1194.832815,-1194.838287,-0.005472,2.7134,3.4756,-0.23672,0.11959,-0.06073,0.07781,649.7188721,-1.93854,-5.19381,-0.7846,0.81667,-1.93854,56,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
VAOCPAMSLUNLGC-UHFFFAOYSA-N,metronidazole; Metronidazole,Cc1ncc(n1CCO)[N+]([O-])=O,111.254,-0.187076494,0.650015191,E,25,105.633,171.156,160,-623.8978231,-623.9050702,-0.007247091,-623.773101,-623.78023,-0.007129,4.4174,5.1976,-0.2685,0.07615,-0.10417,0.10959,344.9241943,-1.61949,-0.52738,-0.78651,0.51243,-2.03729,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
VBURFXNYFZMQOV-UHFFFAOYSA-N,"3-amino-benzaldehyde-(2,4-dinitro-phenylhydrazone); 3-Amino-benzaldehyd-(2,4-dinitro-phenylhydrazon); 3-Amino-benzaldehyd-<2,4-dinitrophenylhydrazon>; <m-Aminobenzaldehyd>-2,4-dinitrophenylhydrazon",Nc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,0.13,-3.364999561,0.00043152,B,NA,228.522,301.261,272,-1076.488267,-1076.497238,-0.00897157,-1076.29642,-1076.307593,-0.011173,10.0906,11.5855,-0.22862,0.06053,-0.11979,0.06971,523.6321411,-1.63315,-1.1831,-0.86068,0.49199,-2.16735,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VDXTZTHFZIKUCY-UHFFFAOYSA-N,"2,5-dimethyl-dibenzo[a,o]perylene-7,16-dione; 2,5-Dimethyl-dibenzo[a,o]perylen-7,16-dion; 5.8-Dimethyl-1.2;11.12-dibenzo-perylenchinon-(3.10); 3.3'-Dimethyl-mesobenzdianthron; 3.3'-Dimethyl-helianthron",Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56,0.19,-3.334529936,0.000462882,B,23,304.976,410.472,357.5,-1304.597993,-1304.604231,-0.00623817,-1304.262309,-1304.268796,-0.006487,1.4299,1.7341,-0.2207,0.06757,-0.11275,0.06179,634.0605469,-1.1839,-3.39559,-0.70088,0.55211,-1.1839,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
VFZDNKRDYPTSTP-QUBYGPBYSA-N,"(+)-(1S,3R)-1,2,2-trimethylcyclopentane-1,3-dicarboxylic anhydride; (1S,5R)-1,8,8-trimethyl-3-oxabicyclo[3.2.1]octane-2, 4-dione; (+)-camphoric anhydride; (-)-camphoric anhydride; D-Camphoric anhydride; anhydryde camphorique; camphoric achydride",CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,100 g solvent dissolves. 6.26 g Substance.,-0.52151522,0.30094337,E,20,137.258,182.219,221,-615.2105131,-615.2165904,-0.006077212,-615.018763,-615.024818,-0.006055,6.0241,6.8514,-0.28375,0.13797,-0.04235,0.12484,351.4966125,-1.68805,-1.90047,-0.68967,0.84897,-1.68805,27,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
VGMJYYDKPUPTID-UHFFFAOYSA-N,"4-ethyl-1,3-benzenediol; 4-Ethylresorcinol; 4-ethylresorcinol",CCc1ccc(O)cc1O,Solubility: 6.489E-1 mol-percent,-1.138024757,0.072773832,D,24.9,116.316,138.166,99,-461.3345017,-461.3388407,-0.00433897,-461.203983,-461.208295,-0.004312,1.0401,1.1657,-0.2185,0.16882,-0.0115,0.05959,327.9527283,-1.43317,-1.52939,-0.71691,0.51395,-1.43317,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VKYKSIONXSXAKP-UHFFFAOYSA-N,hexamethylenetetramine; hexametylenetetramine; hexamethylenetetraamine; HMTA,C1N2CN3CN1CN(C2)C3,100 g solvent dissolves. 0.23 g Substance.,-1.842478898,0.014372129,D,20,116,140.188,291,-454.8369744,-454.8408362,-0.003861766,-454.668668,-454.672563,-0.003895,0.0021,0.0052,-0.22722,0.18036,4.00E-05,0.06831,289.6568604,0,-0.63631,-0.57637,0.24518,-2.30511,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
VMTOMMQSWIGTKJ-SAPNQHFASA-N,[oxy-(2-chloro-phenyl)-imino-(seqcis)]-phenyl-acetonitrile; [Oxy-(2-chlor-phenyl)-imino-(seqcis)]-phenyl-acetonitril,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl,74.5,-0.537254369,0.290232225,E,19,180.41,256.691,143,-1183.76622,-1183.771405,-0.00518495,-1183.614328,-1183.619597,-0.005269,1.3746,1.5452,-0.24102,0.08162,-0.0987,0.08211,456.2478943,-0.47349,-1.71352,-0.47349,0.2797,-0.63849,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
VOIZNVUXCQLQHS-UHFFFAOYSA-N,m-bromobenzoic acid; meta-bromo benzoic acid; meta-bromobenzoic acid; 3-bromo benzoic acid; 3-bromo-benzoic acid; 3-bromobenzoic acid; m-bromo-benzoic acid,OC(=O)c1cccc(Br)c1,14.936,-1.129002803,0.074301434,D,20,104.434,201.019,155,-2991.968897,-2991.972567,-0.00367061,-2991.897669,-2991.901504,-0.003835,0.641,0.7568,-0.26303,0.10439,-0.07593,0.10412,321.1393433,-1.34137,-0.33286,-0.72172,0.80836,-1.27217,15,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
VRFDFWYTHFTWQA-UHFFFAOYSA-N,3-azido-2-hydroxy-3-phenyl-propionic acid; beta-Azido-alpha-oxy-beta-phenyl-propionsaeure; 3-Azido-2-hydroxy-3-phenyl-propionsaeure; beta-Azido-beta-phenyl-milchsaeure,OC(C(N=[N+]=[N-])c1ccccc1)C(O)=O,62.5,-0.520486677,0.301656941,E,NA,153.599,207.189,122,-738.2649703,-738.2709808,-0.006010498,-738.128534,-738.134583,-0.006049,0.769,0.8678,-0.26164,0.12931,-0.05101,0.10273,403.2568359,-2.08346,-0.5313,-0.75689,0.80508,-2.27739,24,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
VUDZRNXTJQCBKO-UHFFFAOYSA-N,"2,2-dibromo-3-phenyl-propionic acid amide; alpha.alpha-Dibrom-beta-phenyl-propionsaeureamid; alpha.alpha-Dibrom-hydrozimtsaeureamid; 2,2-Dibrom-3-phenyl-propionsaeure-amid",NC(=O)C(Br)(Br)Cc1ccccc1,30,-1.009995901,0.097724644,D,NA,142.322,306.985,138,-5621.84312,-5621.848074,-0.00495423,-5621.721692,-5621.726418,-0.004726,2.2533,2.7462,-0.25619,0.11677,-0.06355,0.09728,392.5939636,-0.63162,-1.34279,-0.8426,0.65021,-1.35776,22,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VUGBXRWVNRCWIQ-UHFFFAOYSA-N,2-methoxy-4'-hydroxyazobenzene; 4-(2-methoxyphenylazo)phenol; 4-(2-Methoxy-phenylazo)-phenol; 4'-Oxy-2-methoxy-azobenzol; Anisol-(2azo4)-phenol,COc1ccccc1N=Nc2ccc(O)cc2,100 g solvent dissolves. 1.10 g Substance.,-1.374513995,0.042216867,D,30,165.688,228.25,146,-762.5286357,-762.534102,-0.005466299,-762.344212,-762.350177,-0.005965,2.8496,3.181,-0.21352,0.09698,-0.08334,0.05461,461.9082031,-1.22879,-1.57672,-0.70446,0.51508,-1.63705,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VVHZACUTABVSIH-WUKNDPDISA-N,1-[4-(5-chloro-2-hydroxy-phenylazo)-phenyl]-ethanone; 1-[4-(5-Chlor-2-hydroxy-phenylazo)-phenyl]-aethanon,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,100 g solvent dissolves. 2.56 g Substance.,-1.088125655,0.081634614,D,30,210.245,274.707,136,-1260.258017,-1260.263031,-0.00501408,-1260.082128,-1260.087682,-0.005554,3.2131,3.7823,-0.23968,0.05838,-0.12194,0.08077,496.1352844,-1.26921,-1.47663,-0.77695,0.56412,-1.68763,30,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,"3,5-dinitrobenzoic acid",OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1 kg solvent dissolves. 4.88*1E-3 Mol Substance.,-2.369076072,0.00427488,C,25,119.826,212.119,206,-829.8515969,-829.8588087,-0.00721177,-829.772866,-829.780205,-0.007339,3.8008,4.2558,-0.32777,0.04177,-0.13855,0.16886,365.3500061,-2.79731,0.33991,-0.71302,0.80879,-1.79812,19,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
VZCYOOQTPOCHFL-UPHRSURJSA-N,maleic acid,OC(=O)\C=C/C(O)=O,100 g solvent dissolves. 0.024 g Substance.,-2.742015861,0.001811274,C,25,82.593,116.073,132,-455.7461014,-455.7527266,-0.006625266,-455.69743,-455.704183,-0.006753,2.3623,2.7293,-0.29465,0.09639,-0.08393,0.13574,270.5165405,-2.62481,1.03121,-0.71215,0.79451,-2.62481,12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WBYWAXJHAXSJNI-VOTSOKGWSA-N,(E)-3-phenylacrylic acid; CINNAMIC ACID,OC(=O)\C=C\c1ccccc1,13,-1.056790548,0.087742388,D,NA,110.636,148.161,133,-498.2477713,-498.2522654,-0.00449407,-498.134682,-498.139167,-0.004485,2.7092,3.1203,-0.24921,0.09723,-0.08309,0.0903,343.8160095,-1.36469,-0.90942,-0.72358,0.77358,-1.36469,19,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WDECIBYCCFPHNR-UHFFFAOYSA-N,chrysene; Chrysene; benzo(a)phenanthrene; benzo[a]phenanthrene; crisene; BCR-269; Chrysen,c1ccc2c(c1)ccc3c4ccccc4ccc23,3.88093,-1.769556786,0.016999777,D,20,183.376,228.293,254,-693.2040643,-693.2066504,-0.002586153,-693.001167,-693.003565,-0.002398,0,0,-0.2131,0.12178,-0.05854,0.05419,431.8243713,0,-2.92715,-0.24221,0.24792,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
WDZGGAFMGIOIQS-DHZHZOJOSA-N,(E)-3-(4-nitrophenyl)-1-phenylprop-2-en-1-one; (E)?3?(4?nitrophenyl)?1?phenylprop?2?en?1?one; (2E)-3-(4-nitrophenyl)-1-phenyl-2-propen-1-one; (2E)-3-(4-nitrophenyl)-1-phenylprop-2-en-1-one; (E)-3-(4-nitro-phenyl)-1-phenylprop-2-en-1-one; (E)-3-(4-nitrophenyl)-1-phenylprop-2-ene-1-one; (E)-3-(4-nitrophenyl)-1-phenyl-2-propen-1-one,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,14.183,-1.251793355,0.056002401,D,26,172.287,253.257,163,-858.572034,-858.5785333,-0.006499268,-858.38921,-858.395842,-0.006632,5.1108,5.7169,-0.26781,0.05493,-0.12539,0.1089,483.6069946,-1.3748,-1.94956,-0.58969,0.51738,-0.88066,30,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
WEFGJDSWBHPXOK-UHFFFAOYSA-N,4-Hydroxy-4'-methoxyazobenzene; 4-methoxy-4'-hydroxyazobenzene,COc1ccc(cc1)N=Nc2ccc(O)cc2,100 g solvent dissolves. 2.09 g Substance.,-1.095760394,0.080212048,D,30,186.349,228.25,140,-762.5349099,-762.5400894,-0.005179592,-762.350822,-762.356637,-0.005815,0.8413,0.8821,-0.21183,0.09899,-0.08133,0.05292,465.1026306,-1.24129,-1.5638,-0.7046,0.51483,-1.66658,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WIWBHSNVCVVVOB-UZYVYHOESA-N,(4-butyl-phenyl)-((Z)-p-tolylhydrazono)-acetic acid; (4-Butyl-phenyl)-((Z)-p-tolylhydrazono)-essigsaeure,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,100 g solvent dissolves. 11 g Substance.,-0.508019325,0.310442145,E,20,251.96,310.396,119,-997.2594343,-997.2644534,-0.005019168,-996.940067,-996.945235,-0.005168,2.8414,3.3465,-0.20545,0.10412,-0.0762,0.04654,622.3866577,-1.36657,-3.88727,-0.75428,0.76197,-1.92557,45,3,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WJFKNYWRSNBZNX-UHFFFAOYSA-N,10H-phenothiazine; Phenothiazine,N1c2ccccc2Sc3ccccc13,30.7,-0.812316622,0.154057689,E,20,143.792,199.276,180.5,-915.6625952,-915.6660063,-0.003411133,-915.520647,-915.524085,-0.003438,2.1875,2.5802,-0.19453,0.15138,-0.02894,0.03562,382.3247681,0,-2.13694,-0.61121,0.42712,-0.2823,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
WLJVNTCWHIRURA-UHFFFAOYSA-N,"heptanedioic acid; heptane-1,7-dioic acid; pimelic acid",OC(=O)CCCCCC(O)=O,100 g solvent dissolves. 0.0199 g Substance.,-2.963223993,0.001088369,C,25,121.024,160.17,105,-574.9324151,-574.9393198,-0.006904714,-574.782371,-574.789275,-0.006904,3.0733,3.5834,-0.29215,0.17111,-0.00921,0.13324,378.6755676,-2.70982,-0.88086,-0.72823,0.82277,-2.70982,23,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WLWFNJKHKGIJNW-UHFFFAOYSA-N,"phensuximide; (+/-)-Phensuximide; Milontin; 1-methyl-3-phenylpyrrolidine-2,5-dione; 1-methyl-3-phenylsuccinimide; N-methyl-2-phenylsuccinimide; N-methylphenylsuccinimide",CN1C(=O)CC(C1=O)c2ccccc2,1 g solvent dissolves. 1 g Substance.,0.665550839,4.629678561,F,25,146.086,189.214,71,-631.0562642,-631.062544,-0.006279802,-630.89594,-630.902169,-0.006229,1.7534,1.9583,-0.25988,0.14259,-0.03773,0.10097,394.7594299,-1.2045,-1.14922,-0.60705,0.72628,-1.71064,25,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
WOIGZSBYKGQJGL-UHFFFAOYSA-N,"5-allyl-5-phenylbarbituric acid; 5-allyl-5-phenyl-barbituric acid; 5-Allyl-5-phenylbarbituric acid; 5-Phenyl-5-allylbarbitursaeure; alphenal; 5-allyl-5-phenyl-pyrimidine-2,4,6-trione; 5-Allyl-5-phenyl-barbitursaeure",C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,1.825,-2.126571704,0.007471853,C,20,162.973,244.25,158,-837.8441434,-837.851538,-0.007394639,-837.654373,-837.662037,-0.007664,1.3766,1.3898,-0.2668,0.11433,-0.06599,0.10789,439.7952271,-1.79105,-0.27751,-0.68377,0.83129,-3.15266,30,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzoic acid; benzoate,OC(=O)c1ccccc1,91.346,-0.12610793,0.74798359,E,25,95.001,122.123,121,-420.8419288,-420.8455576,-0.003628783,-420.758313,-420.762127,-0.003814,2.1752,2.5155,-0.27195,0.11524,-0.06508,0.11304,289.0411377,-1.35218,-0.4614,-0.72492,0.80706,-1.35218,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WQGWDDDVZFFDIG-UHFFFAOYSA-N,2-hydroxyresorcinol; Pyrogallol,Oc1cccc(O)c1O,1000 g solvent dissolves. 0.834 g Substance.,-2.237086256,0.005793136,C,25,86.726,126.112,132,-457.921684,-457.9267979,-0.005113935,-457.840263,-457.845399,-0.005136,1.9888,2.3182,-0.22821,0.1485,-0.03182,0.0693,282.8743591,-2.19479,-0.13004,-0.77065,0.5243,-2.19479,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WQWMWDWQMVRGRP-UHFFFAOYSA-N,"2,2-dimethyl-2-(mesitylmethyl)acetohydroxamic acid",Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,5.177,-1.657591748,0.021999269,D,26,187.866,235.326,162.5,-751.3298009,-751.3345219,-0.00472098,-751.04861,-751.053438,-0.004828,3.3803,3.786,-0.2358,0.16146,-0.01886,0.07689,463.5281677,-1.27691,-4.0215,-0.69806,0.66193,-1.61914,38,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WULPUQZASCZTPO-UHFFFAOYSA-N,azacycloundecan-2-one; 1-azacycloundecan-2-one; azacyclo-undeca-2-one; 2-azacycloundecanone; 2-azacycoundecanone; 10-decanelactam; caprinolactam,O=C1CCCCCCCCCN1,14.2,-1.076283953,0.083891131,D,22,132.706,169.267,162,-522.5067928,-522.5118429,-0.005050043,-522.261173,-522.265967,-0.004794,4.4071,5.0989,-0.24948,0.17843,-0.00189,0.09057,375.5116272,-0.68239,-3.41145,-0.68239,0.69073,-1.34648,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
