StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
UJOBWOGCFQCDNV-UHFFFAOYSA-N,9H-carbazole; CARBAZOLE,[nH]1c2ccccc2c3ccccc13,100 g solvent dissolves. 0.7 g Substance.,-1.435660101,D,15.5,166.927,167.21,239,0.085735654,0.082955268,-0.002780386,0.216972,0.214007,-0.002965,1.2585,1.4918,-0.30667,0.17052,-0.0098,0.14776,360.9931641,0,-1.178109,-0.339381,0.285861,-0.339381,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
UKFXDFUAPNAMPJ-UHFFFAOYSA-N,ethylmalonic acid; monoethyl malonic acid; 2-ethylmalonic acid; ethyl malonic acid; Ethylmalonic acid; EMA; Aethyl-malonsaeure,CCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.015 g Substance.,-3.002360051,B,NA,135.309,132.116,111,-0.306264599,-0.311517778,-0.005253179,-0.224382,-0.230723,-0.006341,2.5074,3.4168,-0.42361,0.17897,-0.00135,0.2647,306.574707,-2.055115,0.322278,-0.529724,0.659455,-2.055115,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UMVOQQDNEYOJOK-UHFFFAOYSA-N,"3,5-dimethylbenzoic acid; 3,5-dimethyl-benzoic acid; 3?,5?-dimethylbenzoic acid; 3,5-dimethyl benzoic acid; 3,5-Dimethylbenzoic acid; mesitylenic acid; m-xylylic acid",Cc1cc(C)cc(c1)C(O)=O,20.6,-0.862736204,E,20,182.726,150.177,166,-0.133932529,-0.137634671,-0.003702142,-0.01446,-0.020082,-0.005622,3.2769,3.6878,-0.35034,0.15727,-0.02305,0.19143,351.0986328,-1.072338,-0.838565,-0.540194,0.643298,-1.072338,21,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
UNMSQGCYXOMOAC-UHFFFAOYSA-N,"N-(2-hydroxyethyl)-N-(2',4',6'-trinitrophenyl)nitramine nitrate; N-(2,4,6-trinitrophenyl)nitraminoethanol nitrate; 1-nitryloxy-2-(2,4,6,N-tetranitro-anilino)-ethane; 1-Nitryloxy-2-(2,4,6,N-tetranitro-anilino)-aethan; Pentryl; 2-(N,2,4,6-Tetranitro-anilino)-ethylnitrat",[O-][N+](=O)OCCN(c1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 0.70 g Substance.,-1.771309128,D,25,213.59,362.169,116,-0.00055333,-0.010047206,-0.009493876,0.1223,0.112645,-0.009655,1.5904,2.1428,-0.42504,0.06491,-0.11541,0.26613,504.0316162,-4.711156,-0.457873,-0.5119,0.969019,-0.714715,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
UPFSMSDGKQSRLD-UHFFFAOYSA-N,2-n-hexyl malonic acid; hexylmalonic acid; Hexyl-malonsaeure,CCCCCCC(C(O)=O)C(O)=O,100 g solvent dissolves. 0.0306 g Substance.,-1.846449466,D,NA,258.963,188.224,106,-0.338455971,-0.343920828,-0.005464857,-0.161273,-0.167088,-0.005815,2.5254,2.6952,-0.41542,0.17988,-0.00044,0.25651,431.8078918,-2.061595,-0.730942,-0.527273,0.665259,-2.061595,29,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
UTMLDQRMPCLKEF-UHFFFAOYSA-N,"N-(4,4'-bis-dimethylamino-benzhydrylidene)-p-phenylenediamine; N-(4,4'-Bis-dimethylamino-benzhydryliden)-p-phenylendiamin; N-(4-Amino-phenyl)-auramin",CN(C)c1ccc(cc1)C(=Nc2ccc(N)cc2)c3ccc(cc3)N(C)C,15.5,-1.364140502,D,20,430.466,358.486,221.5,0.146628476,0.136658695,-0.009969781,0.495817,0.484671,-0.011146,1.9804,2.295,-0.28533,0.17982,-0.0005,0.12642,678.2373047,0,-2.798002,-0.512738,0.276262,-1.446844,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UWKOOOMCKYNLFU-UHFFFAOYSA-N,4-hydroxy-3-chloro phenyl azobenzene; 2-chloro-4-phenylazo-phenol; 2-Chlor-4-phenylazo-phenol; 4-Benzolazo-2-chlor-phenol; 3-Chlor-4-oxy-azobenzol,Oc1ccc(cc1Cl)N=Nc2ccccc2,100 g solvent dissolves. 22.95 g Substance.,-0.063451727,E,30,198.612,232.669,85,0.067478341,0.064587061,-0.00289128,0.199432,0.193031,-0.006401,0.9469,0.878,-0.33179,0.13356,-0.04676,0.17288,444.914978,-0.452653,-0.900403,-0.452653,0.345077,-0.801381,25,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
UXYRZRFBRUPVBU-UHFFFAOYSA-N,"1,12-diphenyl-dodeca-1,3,5,7,9,11-hexaene; alpha,omega-diphenyldodecahexaene; diphenyldodecahexaene; 1,12-Diphenyl-dodeca-1,3,5,7,9,11-hexaen; 1,12-Diphenyl-1,3,5,7,9,11-dodecahexaen; 1,12-Diphenyl-dodecahexaen-1,3,5,7,9,11; 1,12-Diphenyl-dodecahexaen",C(C=CC=CC=Cc1ccccc1)=CC=CC=Cc2ccccc2,0.06,-3.713825025,B,19,365.844,310.439,260,0.198852031,0.195458353,-0.003393678,0.499749,0.496391,-0.003358,0.0003,0.0005,-0.30231,0.14359,-0.03673,0.1434,686.4954224,0,-3.342747,-0.184184,0.156317,0,46,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
UYIFTLBWAOGQBI-BZDYCCQFSA-N,Estradiol 3-benzoate; estradiol 3-benzoate; Estradiol benzoate,C[C@]12CC[C@H]3[C@@H](CCc4cc(OC(=O)c5ccccc5)ccc34)[C@@H]1CC[C@@H]2O,30,-1.098639112,D,20,475,376.496,195,-0.173079105,-0.178095875,-0.00501677,0.21628,0.208339,-0.007941,1.3429,2.2438,-0.32477,0.15265,-0.02767,0.16586,640.0619507,-1.550212,-2.794265,-0.579932,0.66017,-1.550212,56,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1
VAOCPAMSLUNLGC-UHFFFAOYSA-N,metronidazole; Metronidazole,Cc1ncc(n1CCO)[N+]([O-])=O,111.254,-0.187076494,E,25,150.6,171.156,160,-0.044379033,-0.052177026,-0.007797993,0.065493,0.05756,-0.007933,5.6371,6.3864,-0.37007,0.13591,-0.04441,0.21116,342.6806335,-1.56314,-0.69218,-0.552811,0.906366,-1.122329,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
VBURFXNYFZMQOV-UHFFFAOYSA-N,"3-amino-benzaldehyde-(2,4-dinitro-phenylhydrazone); 3-Amino-benzaldehyd-(2,4-dinitro-phenylhydrazon); 3-Amino-benzaldehyd-<2,4-dinitrophenylhydrazon>; <m-Aminobenzaldehyd>-2,4-dinitrophenylhydrazon",Nc1cccc(C=NNc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)c1,0.13,-3.364999561,B,NA,251.864,301.261,272,0.107904211,0.098383334,-0.009520877,0.283379,0.272998,-0.010381,9.2039,10.3742,-0.3303,0.11098,-0.06934,0.17139,527.979126,-1.987046,-1.103812,-0.543844,0.888757,-1.138125,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VDXTZTHFZIKUCY-UHFFFAOYSA-N,"2,5-dimethyl-dibenzo[a,o]perylene-7,16-dione; 2,5-Dimethyl-dibenzo[a,o]perylen-7,16-dion; 5.8-Dimethyl-1.2;11.12-dibenzo-perylenchinon-(3.10); 3.3'-Dimethyl-mesobenzdianthron; 3.3'-Dimethyl-helianthron",Cc1cc2C(=O)c3ccccc3c4c2c(c1)c5cc(C)cc6C(=O)c7ccccc7c4c56,0.19,-3.334529936,B,23,417.798,410.472,357.5,0.046051103,0.039942877,-0.006108226,0.357729,0.351381,-0.006348,1.8982,2.1091,-0.31951,0.11399,-0.06633,0.1606,633.9658813,-1.019034,-2.022067,-0.509522,0.557396,-1.019034,50,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
VFZDNKRDYPTSTP-QUBYGPBYSA-N,"(+)-(1S,3R)-1,2,2-trimethylcyclopentane-1,3-dicarboxylic anhydride; (1S,5R)-1,8,8-trimethyl-3-oxabicyclo[3.2.1]octane-2, 4-dione; (+)-camphoric anhydride; (-)-camphoric anhydride; D-Camphoric anhydride; anhydryde camphorique; camphoric achydride",CC1(C)[C@H]2CC[C@]1(C)C(=O)OC2=O,100 g solvent dissolves. 6.26 g Substance.,-0.52151522,E,20,231.072,182.219,221,-0.230951527,-0.237782386,-0.006830859,-0.059276,-0.066685,-0.007409,6.8975,7.7334,-0.39899,0.1795,-0.00082,0.24008,351.6928711,-1.432809,-0.914404,-0.556737,0.663464,-1.432809,27,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
VGMJYYDKPUPTID-UHFFFAOYSA-N,"4-ethyl-1,3-benzenediol; 4-Ethylresorcinol; 4-ethylresorcinol",CCc1ccc(O)cc1O,Solubility: 6.489E-1 mol-percent,-1.138024757,D,24.9,154.937,138.166,99,-0.127836479,-0.131671127,-0.003834648,-0.013936,-0.017765,-0.003829,1.847,2.0619,-0.32519,0.18526,0.00494,0.16628,325.962677,-0.963423,-0.96895,-0.504796,0.417097,-0.963423,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VKYKSIONXSXAKP-UHFFFAOYSA-N,hexamethylenetetramine; hexametylenetetramine; hexamethylenetetraamine; HMTA,C1N2CN3CN1CN(C2)C3,100 g solvent dissolves. 0.23 g Substance.,-1.842478898,D,20,167.087,140.188,291,0.044636182,0.039667173,-0.00496901,0.196714,0.191573,-0.005141,0,0.0085,-0.34636,0.24944,0.06912,0.18745,296.4463806,0,-0.230524,-0.40156,0.15327,-1.604054,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
VMTOMMQSWIGTKJ-SAPNQHFASA-N,[oxy-(2-chloro-phenyl)-imino-(seqcis)]-phenyl-acetonitrile; [Oxy-(2-chlor-phenyl)-imino-(seqcis)]-phenyl-acetonitril,N#C/C(c1ccccc1)=N(=O)/c2ccccc2Cl,74.5,-0.537254369,E,19,196.622,256.691,143,0.148194531,0.142902335,-0.005292196,0.290199,0.284513,-0.005686,2.8106,3.1634,-0.33611,0.12865,-0.05167,0.1772,457.5805969,-0.483445,-1.325801,-0.483445,0.582232,-0.167443,27,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
VOIZNVUXCQLQHS-UHFFFAOYSA-N,m-bromobenzoic acid; meta-bromo benzoic acid; meta-bromobenzoic acid; 3-bromo benzoic acid; 3-bromo-benzoic acid; 3-bromobenzoic acid; m-bromo-benzoic acid,OC(=O)c1cccc(Br)c1,14.936,-1.129002803,D,20,106.82,201.019,155,-0.097739085,-0.101613097,-0.003874011,-0.037199,-0.041623,-0.004424,1.2739,1.4938,-0.36923,0.13902,-0.0413,0.21032,322.2923279,-1.059707,0.08331,-0.531011,0.653409,-1.140168,15,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
VRFDFWYTHFTWQA-UHFFFAOYSA-N,3-azido-2-hydroxy-3-phenyl-propionic acid; beta-Azido-alpha-oxy-beta-phenyl-propionsaeure; 3-Azido-2-hydroxy-3-phenyl-propionsaeure; beta-Azido-beta-phenyl-milchsaeure,OC(C(N=[N+]=[N-])c1ccccc1)C(O)=O,62.5,-0.520486677,E,NA,213.966,207.189,122,-0.057416496,-0.060240753,-0.002824256,0.064848,0.059542,-0.005306,3.5526,2.6717,-0.37363,0.15748,-0.02284,0.21472,405.5480042,-1.533676,-0.074159,-0.525176,0.590178,-1.747367,24,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
VUDZRNXTJQCBKO-UHFFFAOYSA-N,"2,2-dibromo-3-phenyl-propionic acid amide; alpha.alpha-Dibrom-beta-phenyl-propionsaeureamid; alpha.alpha-Dibrom-hydrozimtsaeureamid; 2,2-Dibrom-3-phenyl-propionsaeure-amid",NC(=O)C(Br)(Br)Cc1ccccc1,30,-1.009995901,D,NA,130.138,306.985,138,-0.042611561,-0.048227882,-0.005616321,0.066226,0.060351,-0.005875,2.0762,2.4493,-0.35269,0.13407,-0.04625,0.19378,390.8414917,-0.530333,-0.457238,-0.549757,0.568503,-1.273684,22,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VUGBXRWVNRCWIQ-UHFFFAOYSA-N,2-methoxy-4'-hydroxyazobenzene; 4-(2-methoxyphenylazo)phenol; 4-(2-Methoxy-phenylazo)-phenol; 4'-Oxy-2-methoxy-azobenzol; Anisol-(2azo4)-phenol,COc1ccccc1N=Nc2ccc(O)cc2,100 g solvent dissolves. 1.10 g Substance.,-1.374513995,D,30,230.085,228.25,146,0.021697621,0.016193978,-0.005503643,0.185791,0.17996,-0.005831,3.3055,3.4657,-0.31402,0.14712,-0.0332,0.15511,465.7086182,-0.81792,-1.057252,-0.4758,0.35844,-1.095228,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VVHZACUTABVSIH-WUKNDPDISA-N,1-[4-(5-chloro-2-hydroxy-phenylazo)-phenyl]-ethanone; 1-[4-(5-Chlor-2-hydroxy-phenylazo)-phenyl]-aethanon,CC(=O)c1ccc(cc1)N=Nc2cc(Cl)ccc2O,100 g solvent dissolves. 2.56 g Substance.,-1.088125655,D,30,259.591,274.707,136,-0.000186383,-0.005331701,-0.005145319,0.157518,0.152156,-0.005362,3.4497,3.7098,-0.3403,0.12197,-0.05835,0.18139,508.1331482,-0.965992,-0.885274,-0.639395,0.607495,-1.304782,30,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
VYWYYJYRVSBHJQ-UHFFFAOYSA-N,"3,5-dinitrobenzoic acid",OC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1 kg solvent dissolves. 4.88*1E-3 Mol Substance.,-2.369076072,C,25,123.575,212.119,206,-0.106067341,-0.113759178,-0.007691837,-0.035602,-0.044065,-0.008463,3.21,3.5931,-0.43736,0.09091,-0.08941,0.27845,366.7865906,-2.854374,0.16926,-0.518244,0.85711,-1.140251,19,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
VZCYOOQTPOCHFL-UPHRSURJSA-N,maleic acid,OC(=O)\C=C/C(O)=O,100 g solvent dissolves. 0.024 g Substance.,-2.742015861,C,25,89.634,116.073,132,-0.25080589,-0.257108915,-0.006303025,-0.212303,-0.218742,-0.006439,2.6931,3.1574,-0.42299,0.13389,-0.04643,0.26408,273.2877197,-2.035622,0.908842,-0.516751,0.643255,-2.035622,12,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WBYWAXJHAXSJNI-VOTSOKGWSA-N,(E)-3-phenylacrylic acid; CINNAMIC ACID,OC(=O)\C=C\c1ccccc1,13,-1.056790548,D,NA,164.911,148.161,133,-0.082893314,-0.086849496,-0.003956183,0.019029,0.014572,-0.004457,2.9772,3.3917,-0.35579,0.1414,-0.03892,0.19688,345.04245,-1.087596,-0.403555,-0.552607,0.672632,-1.087596,19,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WDECIBYCCFPHNR-UHFFFAOYSA-N,chrysene; Chrysene; benzo(a)phenanthrene; benzo[a]phenanthrene; crisene; BCR-269; Chrysen,c1ccc2c(c1)ccc3c4ccccc4ccc23,3.88093,-1.769556786,D,20,251.27,228.293,254,0.112520418,0.110100762,-0.002419657,0.301385,0.298805,-0.00258,0.0001,0.0001,-0.31434,0.15207,-0.02825,0.15543,431.5909424,0,-1.852701,-0.167374,0.157322,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
WDZGGAFMGIOIQS-DHZHZOJOSA-N,(E)-3-(4-nitrophenyl)-1-phenylprop-2-en-1-one; (E)?3?(4?nitrophenyl)?1?phenylprop?2?en?1?one; (2E)-3-(4-nitrophenyl)-1-phenyl-2-propen-1-one; (2E)-3-(4-nitrophenyl)-1-phenylprop-2-en-1-one; (E)-3-(4-nitro-phenyl)-1-phenylprop-2-en-1-one; (E)-3-(4-nitrophenyl)-1-phenylprop-2-ene-1-one; (E)-3-(4-nitrophenyl)-1-phenyl-2-propen-1-one,[O-][N+](=O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,14.183,-1.251793355,D,26,213.613,253.257,163,0.043828215,0.037361401,-0.006466814,0.212334,0.203761,-0.008573,5.1756,5.7155,-0.37437,0.11033,-0.06999,0.21546,482.6985168,-1.483939,-1.209333,-0.517126,0.838457,-0.645482,30,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
WEFGJDSWBHPXOK-UHFFFAOYSA-N,4-Hydroxy-4'-methoxyazobenzene; 4-methoxy-4'-hydroxyazobenzene,COc1ccc(cc1)N=Nc2ccc(O)cc2,100 g solvent dissolves. 2.09 g Substance.,-1.095760394,D,30,246.607,228.25,140,0.014759659,0.009733334,-0.005026325,0.179467,0.172665,-0.006802,1.2251,1.2397,-0.31432,0.14595,-0.03437,0.15541,470.6190186,-0.849107,-1.036003,-0.474204,0.361221,-1.153737,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WIWBHSNVCVVVOB-UZYVYHOESA-N,(4-butyl-phenyl)-((Z)-p-tolylhydrazono)-acetic acid; (4-Butyl-phenyl)-((Z)-p-tolylhydrazono)-essigsaeure,CCCCc1ccc(cc1)\C(=N\Nc2ccc(C)cc2)C(O)=O,100 g solvent dissolves. 11 g Substance.,-0.508019325,E,20,353.859,310.396,119,-0.060869353,-0.065709529,-0.004840177,0.225624,0.219703,-0.005921,3.4194,4.0664,-0.30871,0.15218,-0.02814,0.1498,632.7445679,-1.097591,-2.388243,-0.586957,0.650942,-1.330588,45,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WJFKNYWRSNBZNX-UHFFFAOYSA-N,10H-phenothiazine; Phenothiazine,N1c2ccccc2Sc3ccccc13,30.7,-0.812316622,E,20,185.642,199.276,180.5,0.081958662,0.078606149,-0.003352513,0.210458,0.207531,-0.002927,2.3576,2.7184,-0.2821,0.16998,-0.01034,0.12319,381.7700195,0,-1.16929,-0.408317,0.281967,-0.386179,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1
WLJVNTCWHIRURA-UHFFFAOYSA-N,"heptanedioic acid; heptane-1,7-dioic acid; pimelic acid",OC(=O)CCCCCC(O)=O,100 g solvent dissolves. 0.0199 g Substance.,-2.963223993,C,25,196.939,160.17,105,-0.332669423,-0.339270252,-0.006600829,-0.199655,-0.206971,-0.007316,3.4668,4.0265,-0.41741,0.19663,0.01631,0.2585,380.2307129,-2.166938,-0.190018,-0.547693,0.661277,-2.166938,23,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
WLWFNJKHKGIJNW-UHFFFAOYSA-N,"phensuximide; (+/-)-Phensuximide; Milontin; 1-methyl-3-phenylpyrrolidine-2,5-dione; 1-methyl-3-phenylsuccinimide; N-methyl-2-phenylsuccinimide; N-methylphenylsuccinimide",CN1C(=O)CC(C1=O)c2ccccc2,1 g solvent dissolves. 1 g Substance.,0.665550839,F,25,210.051,189.214,71,-0.100722918,-0.106349638,-0.00562672,0.044044,0.037978,-0.006066,2.2511,2.5562,-0.36131,0.17471,-0.00561,0.2024,394.1679688,-0.997877,-0.382009,-0.507915,0.628202,-1.474782,25,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1
WOIGZSBYKGQJGL-UHFFFAOYSA-N,"5-allyl-5-phenylbarbituric acid; 5-allyl-5-phenyl-barbituric acid; 5-Allyl-5-phenylbarbituric acid; 5-Phenyl-5-allylbarbitursaeure; alphenal; 5-allyl-5-phenyl-pyrimidine-2,4,6-trione; 5-Allyl-5-phenyl-barbitursaeure",C=CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,1.825,-2.126571704,C,20,220.823,244.25,158,-0.13700948,-0.142755668,-0.005746188,0.033456,0.027026,-0.00643,2.0877,2.2276,-0.37078,0.155,-0.02532,0.21187,439.2253113,-1.447321,0.370681,-0.59196,0.720682,-2.630395,30,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzoic acid; benzoate,OC(=O)c1ccccc1,91.346,-0.12610793,E,25,118.537,122.123,121,-0.102520353,-0.105803181,-0.003282828,-0.029543,-0.033759,-0.004216,2.6355,3.026,-0.37451,0.15144,-0.02888,0.2156,290.158905,-1.077899,-0.083839,-0.542746,0.656157,-1.077899,15,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
WQGWDDDVZFFDIG-UHFFFAOYSA-N,2-hydroxyresorcinol; Pyrogallol,Oc1cccc(O)c1O,1000 g solvent dissolves. 0.834 g Substance.,-2.237086256,C,25,129.171,126.112,132,-0.16605179,-0.170039949,-0.00398816,-0.097489,-0.101886,-0.004397,1.5988,1.8403,-0.33916,0.17193,-0.00839,0.18025,284.2876587,-1.394867,-0.156004,-0.484021,0.352524,-1.394867,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WQWMWDWQMVRGRP-UHFFFAOYSA-N,"2,2-dimethyl-2-(mesitylmethyl)acetohydroxamic acid",Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,5.177,-1.657591748,D,26,315.207,235.326,162.5,-0.118697084,-0.124209837,-0.005512753,0.132202,0.124235,-0.007967,3.425,3.7387,-0.32861,0.19103,0.01071,0.1697,464.0949707,-0.93226,-2.589717,-0.541987,0.482772,-1.210928,38,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
WULPUQZASCZTPO-UHFFFAOYSA-N,azacycloundecan-2-one; 1-azacycloundecan-2-one; azacyclo-undeca-2-one; 2-azacycloundecanone; 2-azacycoundecanone; 10-decanelactam; caprinolactam,O=C1CCCCCCCCCN1,14.2,-1.076283953,D,22,211.748,169.267,162,-0.124808349,-0.130119769,-0.005311419,0.096656,0.091856,-0.0048,4.6403,5.5372,-0.3559,0.22549,0.04517,0.19699,375.1403198,-0.614293,-1.721243,-0.614293,0.612408,-1.120446,31,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
WURBFLDFSFBTLW-UHFFFAOYSA-N,benzil; dibenzoyl; diphenylglyoxal,O=C(c1ccccc1)C(=O)c2ccccc2,100 g solvent dissolves. 59.0 g Substance.,0.390657296,F,25,183.114,210.232,94,-0.0096752,-0.013446389,-0.003771188,0.135919,0.13159,-0.004329,3.8074,4.6223,-0.35758,0.1417,-0.03862,0.19867,424.2835388,-0.901156,-0.701432,-0.450581,0.421179,-0.901156,26,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
WWWHYESRWDHLIX-PEZBUJJGSA-N,"alpha-Cyano-alpha,N-diphenylnitrone; (oxy-phenyl-imino-(seqtrans))-phenyl-acetonitrile; (Oxy-phenyl-imino-(seqtrans))-phenyl-acetonitril; trans-alpha-Cyano-alpha-phenyl-N-phenylnitron",[O-][N+](c1ccccc1)=C(C#N)c2ccccc2,70.5,-0.498644836,E,21,214.833,222.246,44,0.158947838,0.153902311,-0.005045527,0.310997,0.305242,-0.005755,2.4421,2.5998,-0.33493,0.13344,-0.04688,0.17602,442.807251,-0.497428,-1.464554,-0.497428,0.564159,-0.164655,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
