StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(c(=O)ccn1C)O,3.41025,-1.610709477,C,25.04,162.243,139.154,265.75,-0.100096917,-0.117428849,-0.017331932,0.003862,-0.015037,-0.018899,7.483,10.8817,-0.30945,0.27511,-0.00304,0.30966,314.3085632,-1.148796,-0.602654,-0.67667,0.528783,-1.25865,19,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
UATJOMSPNYCXIX-UHFFFAOYSA-N,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],14.8,-1.158333962,C,18,98.386,213.106,122.25,0.031937675,0.013566633,-0.018371042,0.094066,0.074788,-0.019278,0.0001,0.0792,-0.44534,0.17776,-0.10039,0.44555,358.4623718,-2.836545,-0.408164,-0.473523,0.87403,-0.215618,18,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
UBEZGTUPVRSCCP-UHFFFAOYSA-N,CN(C)c1ccc(cc1)NC(=O)N(C=O)c1ccc(cc1)N(C)C,100 g solvent dissolves. 0.22 g Substance.,-2.274082705,B,20,415.217,326.398,153,-0.039439793,-0.061387326,-0.021947533,0.247819,0.226734,-0.021085,7.5854,11.113,-0.29284,0.27882,0.00067,0.29305,616.3781128,-1.155327,-1.120656,-0.611295,0.708124,-2.631457,46,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1,83.25,-0.187415696,D,25,166.145,128.174,80.2,0.064493136,0.061161716,-0.00333142,0.171625,0.167929,-0.003696,0.0001,0.0001,-0.32635,0.26344,-0.01471,0.32656,309.37323,0,-1.261182,-0.171932,0.159888,0,18,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UGJBHEZMOKVTIM-UHFFFAOYSA-N,C(C(=O)O)NC=O,30.924,-0.522870319,D,25,80.12,103.078,150.5,-0.202906226,-0.216372861,-0.013466635,-0.155094,-0.169765,-0.014671,2.0049,2.863,-0.38175,0.27636,-0.00179,0.38196,261.7430115,-1.6869,0.897701,-0.626023,0.645372,-2.132563,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UHDMEVYKMXIBQC-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(=O)c1ccccc1,53.8,-0.77226716,D,25,453.926,318.456,48.5,-0.23182232,-0.249060361,-0.017238041,0.136737,0.114238,-0.022499,1.5177,3.8769,-0.37315,0.24904,-0.02911,0.37336,701.472229,-1.513274,-2.963389,-0.56471,0.666668,-1.513274,53,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
UHGYYQUSAMHAAH-UHFFFAOYSA-N,C(CCCCCNCCCCCCN)CCCCC(=O)O,1,-2.477822797,B,20,454.272,300.485,149,-0.248922504,-0.26833537,-0.019412866,0.163718,0.143467,-0.020251,2.0568,2.1882,-0.32826,0.29819,0.02004,0.32847,727.0602417,-1.118973,-3.354528,-0.577646,0.678029,-2.148584,57,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UHWJMXASZSKFEO-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.051 g Substance.,-2.938281855,B,15,191.17,349.216,199.375,0.055053851,0.027515376,-0.027538475,0.200118,0.170287,-0.029831,3.0955,4.7297,-0.38528,0.17323,-0.10492,0.38549,516.7396851,-3.977295,-0.73358,-0.515532,0.892924,-0.827682,32,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
UHWURQRPEIFIAK-UHFFFAOYSA-N,Cc1c(cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C)[N+](=O)[O-],100 g solvent dissolves. 0.7 g Substance.,-1.702185548,C,15,267.146,278.308,132.7,-0.048447881,-0.060852971,-0.01240509,0.187938,0.173839,-0.014099,5.2999,6.4817,-0.37987,0.22025,-0.0579,0.38008,465.8078918,-1.974991,-2.953339,-0.574179,0.876299,-0.223645,38,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
UMNBCVIEWOTTAP-UHFFFAOYSA-N,CCCCC(=O)NNC(=O)CCCC,56.5,-0.549591303,D,20,251.662,200.281,155.5,-0.170267246,-0.184567546,-0.0143003,0.057761,0.040769,-0.016992,0,0,-0.33104,0.28949,0.01134,0.33125,494.3572998,-1.241514,-1.433532,-0.620757,0.613675,-1.980032,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNMSQGCYXOMOAC-UHFFFAOYSA-N,C(CO[N+](=O)[O-])N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.11 g Substance.,-2.620276486,B,25,158.005,362.169,128,-0.000553331,-0.022999843,-0.022446513,0.1223,0.099882,-0.022418,1.5907,6.9818,-0.42504,0.16274,-0.11541,0.42525,493.4598389,-4.957406,-0.33645,-0.492058,0.984878,-0.859972,31,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
URSRLBRZMUPNKP-CYYJNZCTSA-N,CCCCN(CCCC)CCOC(=O)c1ccc(cc1)/N=N/c1ccc(cc1N)N,53.4,-0.886878183,D,25,516.836,411.547,102.5,-0.048332249,-0.069269726,-0.020937478,0.37158,0.351677,-0.019903,6.9506,10.1982,-0.30972,0.25026,-0.02789,0.30993,791.0488281,-1.047368,-2.758547,-0.623215,0.669074,-2.718069,63,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UTMLDQRMPCLKEF-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=Nc1ccc(cc1)N)c1ccc(cc1)N(C)C,4.3,-1.921003744,C,20,409.349,358.486,221.5,0.146628469,0.123708487,-0.022919982,0.495817,0.472192,-0.023625,1.9814,2.6809,-0.28533,0.27765,-0.0005,0.28554,678.8980103,0,-2.874828,-0.518887,0.296786,-1.498624,53,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UVOTVQIUSZDLAM-GGLFOPPFSA-N,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](C[C@]12C)O,Solubility: 21.31 molpercent,0.562124627,E,24.99,347.603,326.436,264.25,-0.173852827,-0.195715188,-0.021862361,0.17355,0.150425,-0.023125,5.9366,8.6118,-0.36299,0.26057,-0.01758,0.3632,527.4666138,-1.805445,-2.723538,-0.644193,0.647689,-1.805445,50,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
UVSMNLNDYGZFPF-UHFFFAOYSA-N,c1cc2c(c(c1)N)C(=O)N(C1CCC(=O)NC1=O)C2=O,1,-2.436556992,B,24,237.936,273.248,316.5,-0.222578122,-0.243161085,-0.020582963,-0.050263,-0.073358,-0.023095,7.0228,9.5698,-0.3468,0.22211,-0.05604,0.34701,457.3363037,-2.170535,1.336334,-0.569379,0.704606,-3.72628,31,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UWVQXJFNNKWNLZ-UHFFFAOYSA-N,Cc1ccc(cc1)C(c1ccc(C)cc1)(C(c1ccc(C)cc1)(c1ccc(C)cc1)O)O,0.4,-3.023835587,A,25,420.197,422.567,180,-0.034982004,-0.048663818,-0.013681814,0.374797,0.358955,-0.015842,3.56,4.6576,-0.32939,0.28358,0.00543,0.3296,708.9420776,-1.201115,-4.151187,-0.605225,0.345626,-1.201115,62,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UYUUAUOYLFIRJG-UHFFFAOYSA-N,COc1ccc(cc1)P(c1ccc(cc1)OC)c1ccc(cc1)OC,Solubility: 0.0374 mol-percent,-2.19358722,B,25.1,383.357,352.37,131.5,-0.089660532,-0.104183779,-0.014523247,0.192529,0.177342,-0.015187,4.8939,6.2116,-0.29946,0.28774,0.00959,0.29967,640.0650024,-1.210278,-2.583179,-0.404201,0.394852,-0.815426,46,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
VDLSNXQRYWSHGB-UHFFFAOYSA-N,CCOC(=O)C1C(=O)CC(C)(C(C1c1ccccc1)C(=O)OCC)O,83 g solvent dissolves. 1 g Substance.; beta1-ester,-1.56390915,C,20,349.34,348.396,154,-0.420385503,-0.440301016,-0.019915513,-0.109009,-0.131671,-0.022662,3.5557,5.0854,-0.35398,0.27642,-0.00173,0.35419,578.3706055,-3.188594,-1.208526,-0.616337,0.675429,-3.188594,49,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
VDVUCLWJZJHFAV-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1)O,Solubility: 45.77 g/100g solvent,0.361215791,E,24.99,228.11,157.256,128.5,-0.137644446,-0.146990725,-0.009346278,0.073394,0.063125,-0.010269,2.6548,3.4975,-0.32634,0.37777,0.09962,0.32655,363.0154114,-0.624273,-2.109831,-0.624273,0.39069,-1.21151,30,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VGEREEWJJVICBM-UHFFFAOYSA-N,c1cc(ccc1CCC(=O)c1c(cc(cc1O)O)O)O,Solubility: 0.8 - 0.88 mol/kg solvent,-0.178478611,D,25.04,251.958,274.273,257.75,-0.301114115,-0.317369733,-0.016255618,-0.108042,-0.125974,-0.017932,3.4376,5.2065,-0.32834,0.25445,-0.0237,0.32855,496.8450012,-2.562329,-0.728182,-0.668897,0.663816,-2.562329,34,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
VHIYCPCXACHVJM-KQQUZDAGSA-N,CCOC(=O)/C=C/C=C/C(=O)OCC,Solubility: 9.86 g/100g solvent,-0.406026263,D,25,235.005,198.219,62,-0.250509294,-0.26260476,-0.012095466,-0.089222,-0.108984,-0.019762,0,0,-0.38646,0.22695,-0.0512,0.38667,471.7661438,-2.085004,-0.268614,-0.580297,0.66036,-2.085004,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHNQIURBCCNWDN-UHFFFAOYSA-N,c1cc(N)nc(c1)N,Solubility: 20.355 molpercent,0.542212284,E,23.99,150.885,109.131,121,0.041864715,0.030922393,-0.010942322,0.120936,0.108805,-0.012131,0.1235,0.0864,-0.30533,0.30152,0.02337,0.30554,282.0767212,0,0.008903,-0.648694,0.491583,-1.665012,15,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
VLHGEHPRQNEXJO-UHFFFAOYSA-N,c1ccc(cc1)C(C(c1ccccc1)C(=O)c1ccccc1)C1C(=O)c2ccccc2C1=O,2,-2.332946187,B,20,472.77,430.503,196.25,0.000861275,-0.012490168,-0.013351442,0.348876,0.333271,-0.015605,4.6479,6.1366,-0.34599,0.23211,-0.04604,0.3462,686.1100464,-1.529413,-2.130881,-0.538672,0.582182,-1.529413,55,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
VMXIGXJWVNCMDE-UHFFFAOYSA-N,c1ccc(cc1)CCOC(=O)NC(=O)N,0.8,-2.415426198,B,17,216.267,208.217,188.25,-0.174596782,-0.195447492,-0.020850711,-0.023451,-0.04467,-0.021219,5.6203,7.9007,-0.35493,0.26983,-0.00832,0.35514,443.9784851,-1.637523,0.422236,-0.599062,0.758018,-2.773988,27,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VNIRPUMAEZAXLI-UHFFFAOYSA-N,CC(=CC(C(Cl)(Cl)Cl)O)C,Solubilty: 64.5 weight-percent,0.39824594,E,20,170.973,203.496,82,-0.126381748,-0.135034868,-0.008653119,-0.038304,-0.048581,-0.010277,3.7946,4.8265,-0.37178,0.2687,-0.00945,0.37199,353.1412354,-0.562795,-0.968946,-0.562795,0.339174,-0.838283,19,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VNMCOCQBDAFDIY-UHFFFAOYSA-N,CCCCCCC(C)OC(=O)NC(=O)N,2.04,-2.025386193,B,14,317.004,216.28,155,-0.272097283,-0.292662896,-0.020565613,-0.047434,-0.069875,-0.022441,5.2416,7.9939,-0.39822,0.27733,-0.00082,0.39843,501.5048828,-1.664499,-0.635882,-0.591688,0.764116,-2.812252,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VOGKEZAPBBRLPB-UHFFFAOYSA-N,CCCCCCC(CCC)(CCC)C(=O)NO,243.39,0,D,26,331.769,243.39,87.5,-0.184104563,-0.197555644,-0.013451081,0.144937,0.126937,-0.018,3.404,4.4295,-0.34677,0.292,0.01385,0.34698,544.8669434,-0.971342,-3.236371,-0.573925,0.523841,-1.26065,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VOIZNVUXCQLQHS-UHFFFAOYSA-N,c1cc(cc(c1)Br)C(=O)O,73.171,-0.438898118,D,25,81.829,201.019,156,-0.097739317,-0.105896711,-0.008157394,-0.037185,-0.046888,-0.009703,1.2734,1.7611,-0.36923,0.23685,-0.0413,0.36944,322.6791077,-1.089276,0.094018,-0.562113,0.668083,-1.168327,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COc1cccc2C[C@H]([C@H](Cc12)O)O)O,49.1,-0.799447239,D,23,371.026,309.406,95.5,-0.305674254,-0.325527719,-0.019853465,0.02262,0.00354,-0.01908,4.3962,8.1165,-0.33101,0.27868,0.00053,0.33122,572.6738892,-2.163525,-2.351551,-0.587049,0.389617,-2.677365,49,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VXDRVFNPIUKYNB-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1OC(=O)NC(=O)N,1.4,-2.23825764,B,18,284.706,242.318,215,-0.273340461,-0.292942488,-0.019602027,-0.011818,-0.033888,-0.02207,5.2009,8.1064,-0.39029,0.27876,0.00061,0.3905,476.3320313,-1.653209,-0.883315,-0.594619,0.765123,-2.800327,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VXLFYNFOITWQPM-QZQOTICOSA-N,c1ccc(cc1)Nc1ccc(cc1)N=Nc1ccccc1,319.808,0.0681909,E,25,306.675,273.337,87,0.193022918,0.183776923,-0.009245995,0.416161,0.403644,-0.012517,1.8333,3.5098,-0.30214,0.24231,-0.03584,0.30235,552.494812,0,-1.877629,-0.425126,0.33419,-0.745364,36,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WBJRVFHVKHVZOM-ISLYRVAYSA-N,COC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,3.1,-1.940469891,C,25,292.996,270.291,202,0.003158721,-0.01543794,-0.018596661,0.199037,0.17938,-0.019657,7.094,8.8601,-0.30401,0.23894,-0.03921,0.30422,533.4370728,-1.022558,-0.508554,-0.61635,0.663784,-2.317382,34,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WCGUUGGRBIKTOS-GPOJBZKASA-N,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](C(C)(C)[C@@H]5CC[C@@]34C)O)[C@@H]2[C@H]1C)C(=O)O,3.7,-2.091437846,B,18,556.288,456.709,283,-0.342659529,-0.355022285,-0.012362756,0.27097,0.256492,-0.014478,2.9229,3.6078,-0.33522,0.30691,0.02876,0.33543,660.5116577,-1.736086,-5.707564,-0.611831,0.623844,-1.736086,81,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WCNBDOGHDLNLCX-UHFFFAOYSA-N,c1cc2c3ccc(cc3C(c2cc1Cl)O)N,100 g solvent dissolves. 1 g Substance.,-1.467648316,C,18,248.226,231.681,199,-0.007232801,-0.014139285,-0.006906484,0.138298,0.129291,-0.009007,4.3622,3.2572,-0.30883,0.25472,-0.02343,0.30904,420.3186035,-0.567319,-0.866579,-0.567319,0.334366,-1.182706,26,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCC[C@H]1c1nc(c2ccc(cc2)C(=O)Nc2ccccn2)c2c(N)nccn12,3,-2.190811492,B,25,519.035,465.514,215,0.142918285,0.108361731,-0.034556554,0.4965,0.46096,-0.03554,6.5259,11.1712,-0.30918,0.25262,-0.02553,0.30939,803.8776855,-1.200767,-0.572168,-0.655058,0.705805,-3.788216,58,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
WIASIBZCNZVRJK-UHFFFAOYSA-N,C1CCC(CC1)N(C(=O)C1CCC1)O,149.193,-0.121328008,D,25,294.809,197.277,117,-0.12069294,-0.128049183,-0.007356243,0.106877,0.098007,-0.00887,2.1596,3.0917,-0.35385,0.28989,0.01174,0.35406,420.8432617,-0.98409,-1.671,-0.573864,0.592941,-1.246189,33,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WIWBHSNVCVVVOB-DYTRJAOYSA-N,CCCCc1ccc(cc1)/C(=N\Nc1ccc(C)cc1)/C(=O)O,100 g solvent dissolves. 3.5 g Substance.,-1.050605969,C,20,375.714,310.396,136,-0.058000528,-0.070994465,-0.012993937,0.227354,0.215072,-0.012282,4.2183,6.2898,-0.31001,0.26153,-0.01662,0.31022,635.5507202,-1.087925,-2.430084,-0.566522,0.699498,-1.356807,45,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2c(c1)[nH]c(c1cscn1)n2,Solubility: 0.04 molpercent,-2.164398831,B,25,159.789,201.252,300.7,0.144032504,0.132466256,-0.011566248,0.250347,0.239788,-0.010559,3.4418,4.4864,-0.32464,0.23934,-0.03881,0.32485,387.1799927,0,-0.604528,-0.412622,0.308614,-0.796268,21,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
WJFKNYWRSNBZNX-UHFFFAOYSA-N,c1ccc2c(c1)Nc1ccccc1S2,18.2,-1.039383609,C,20,193.301,199.276,184,0.081958662,0.07384841,-0.008110252,0.210461,0.203197,-0.007264,2.3576,3.2964,-0.2821,0.26781,-0.01034,0.28231,383.2594299,0,-1.20789,-0.406207,0.288433,-0.407632,23,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
WJHSRFQBVYHKKL-CMWLGVBASA-N,c1cc(c(cc1c1coc2cc(cc(c2c1=O)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O,"2,1 g solvent dissolves. 1 mg Substance.",-3.07662633,A,18,399.25,448.383,259.5,-0.653194958,-0.686306554,-0.033111595,-0.359507,-0.39541,-0.035903,3.5363,8.5618,-0.32381,0.23887,-0.03928,0.32402,667.71698,-5.507492,0.652185,-0.655441,0.667782,-5.507492,52,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
WLJVNTCWHIRURA-UHFFFAOYSA-N,C(CCC(=O)O)CCC(=O)O,Solubility: 0.1208E2 molpercent,0.315608112,E,25.29,195.314,160.17,104,-0.332669423,-0.346691923,-0.0140225,-0.199655,-0.215096,-0.015441,3.4668,4.7788,-0.41741,0.29446,0.01631,0.41762,380.2797546,-2.239506,-0.160935,-0.57495,0.678807,-2.239506,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WNLRTRBMVRJNCN-UHFFFAOYSA-N,C(CCC(=O)O)CC(=O)O,89,-0.215388012,D,25,157.381,146.143,152,-0.324678843,-0.338197315,-0.013518472,-0.215578,-0.233363,-0.017785,0,0,-0.41981,0.2924,0.01425,0.42002,349.2167664,-2.23515,0.104414,-0.573876,0.678957,-2.23515,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WNYIBZHOMJZDKN-UHFFFAOYSA-N,CC(=O)NCCNC(=O)C,131,-0.04161264,D,25,196.372,144.173,174.25,-0.167091971,-0.18728523,-0.020193259,-0.036746,-0.057766,-0.02102,0.0861,0.1081,-0.36662,0.31768,0.03953,0.36683,371.8771362,-1.319937,-0.160132,-0.66075,0.658465,-2.296152,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WPXZZUDRJPGPTR-FMQUCBEESA-N,CCCOC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,9.85,-1.481282533,C,25,320.336,298.345,154,-0.01626598,-0.034187153,-0.017921173,0.229708,0.211625,-0.018083,7.0331,10.7921,-0.30338,0.24,-0.03815,0.30359,587.0473633,-1.061781,-1.030428,-0.637963,0.665685,-2.391992,40,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WPYMKLBDIGXBTP-UHFFFAOYSA-N,c1ccc(cc1)C(=O)O,335.598,0.4390219,E,24.9,119.5,122.123,121.5,-0.10252063,-0.109495037,-0.006974407,-0.029545,-0.035712,-0.006167,2.6364,3.4886,-0.3745,0.24928,-0.02887,0.37471,290.8220825,-1.109582,-0.079428,-0.57833,0.670192,-1.109582,15,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WQZGKKKJIJFFOK-QTVWNMPRSA-N,C([C@@H]1[C@H]([C@@H]([C@@H](C(O)O1)O)O)O)O,Solubility: 1.36 weight-percent,-1.224872541,C,25,182.405,180.158,131.5,-0.44186538,-0.456515189,-0.014649809,-0.310143,-0.326849,-0.016706,3.7628,5.4939,-0.38679,0.30856,0.03041,0.387,347.4248657,-3.365717,0.525379,-0.59955,0.34853,-3.365717,24,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
WRMHSUWVRRMXIN-UHFFFAOYSA-N,c1ccc(cc1)C(CC(=O)c1ccccc1)C(C#N)c1ccc(cc1)[N+](=O)[O-],1.667,-2.346744758,B,20,385.286,370.408,144,0.093894822,0.072096277,-0.021798545,0.369809,0.347618,-0.022191,7.3388,9.5162,-0.36013,0.21797,-0.06018,0.36034,631.1322632,-1.550253,-2.118954,-0.538361,0.855165,-0.971557,46,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
WSWDNKINQWKQGR-OGLKEZPNSA-N,CCCCCCCCCCCCCCCC(=O)O[C@H]1CO[C@@H](c2ccccc2)OC1,17.5,-1.378778812,C,26,537.623,418.617,63.5,-0.345031321,-0.363653918,-0.018622598,0.168024,0.151802,-0.016222,1.516,1.5201,-0.35239,0.28555,0.0074,0.3526,890.706604,-2.037143,-4.055066,-0.570266,0.669315,-2.037143,72,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
