StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
SMXPXFWPPUYMKY-ZAUJTXRMSA-N,c1ccc(cc1)/C=C/C=N/NC(=O)C(=O)N,0.1,-3.336913804,A,20,143.163,217.227,274,-740.5123864,-740.5312357,-0.018849209,-740.346769,-740.365713,-0.018944,2.042,3.336,-0.22601,0.19049,-0.08766,0.22622,458.8182373,-1.32713,-0.45334,-0.82375,0.59414,-2.86745,27,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SMYZJQPSSQUXLM-FWJOYPJLSA-N,C[C@@H]1CCC[C@H](C1)NC(=O)c1ccc2ccccc2c1,134,-0.300009502,D,26,183.76,267.371,118,-828.6158177,-828.627295,-0.01147728,-828.308597,-828.320086,-0.011489,3.5675,5.3314,-0.22826,0.2181,-0.06005,0.22847,529.5482788,-0.70332,-4.03221,-0.70332,0.67828,-1.34763,41,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SNIOPGDIGTZGOP-UHFFFAOYSA-N,C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],100 g solvent dissolves. 47 g Substance.,0.213147688,E,20,161.46,227.087,12.99,-958.2080735,-958.224281,-0.016207405,-958.129983,-958.143809,-0.013826,3.526,5.215,-0.34858,0.17336,-0.10479,0.34879,396.0884399,-3.27216,-0.31313,-0.39772,0.73328,-1.07258,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNNRJYFQCCUBLH-UHFFFAOYSA-N,CCCCCCC(CC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C)O,100 g solvent dissolves. 0.95 g Substance.,-1.782676142,C,20,460.633,454.613,134,-1458.407818,-1458.428339,-0.02052116,-1457.867868,-1457.889415,-0.021547,4.1746,5.5543,-0.17987,0.24868,-0.02947,0.18008,854.0719604,-2.14959,-5.39429,-0.7979,0.83618,-4.28322,71,5,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SOSYJTMKRFNDSU-UHFFFAOYSA-N,CC(C)(C)OC(=O)NC(=O)N,7.23,-1.345451013,C,15,124.207,160.173,189.5,-571.1110421,-571.1315054,-0.020463249,-570.961078,-570.980175,-0.019097,5.9343,8.179,-0.2694,0.25875,-0.0194,0.26961,362.9827271,-1.92675,-0.09267,-0.8777,0.95614,-3.5155,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],16.393,-1.141621798,C,22,130.441,227.133,80.8,-885.0830933,-885.0982889,-0.015195616,-884.989886,-885.005251,-0.015365,1.6534,2.0334,-0.32375,0.13373,-0.14442,0.32396,378.1612854,-2.24526,-0.72963,-0.71355,0.50591,-0.72973,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
STFUKMOFLHNGMB-UHFFFAOYSA-N,CCCCCCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,100 g solvent dissolves. 0.34 g Substance.,-2.21336048,B,20,370.654,438.613,126,-1383.17844,-1383.201535,-0.02309507,-1382.644393,-1382.666835,-0.022442,9.3564,13.2931,-0.18451,0.24785,-0.0303,0.18472,857.1461182,-1.31007,-5.92175,-0.68807,0.84213,-3.45446,70,7,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SVHAKCBZAPWQHW-UHFFFAOYSA-N,CC(=O)OC1C(C(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)Br,0.15,-3.48023793,A,20,282.63,453.241,240,-3946.454915,-3946.478719,-0.02380401,-3946.152127,-3946.179094,-0.026967,1.3572,3.5423,-0.28467,0.24262,-0.03553,0.28488,644.7042236,-5.98113,0.10027,-0.78098,0.83695,-5.974,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SWJPEBQEEAHIGZ-UHFFFAOYSA-N,c1cc(ccc1Br)Br,32,-0.867589008,D,25,104.156,235.906,87.25,-5374.511596,-5374.514942,-0.00334592,-5374.463646,-5374.467121,-0.003475,2.00E-04,4.00E-04,-0.25053,0.23608,-0.04207,0.25074,304.4913635,0,-1.21588,-0.23767,0.27259,0.12548,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SWVDVLJUASRKES-UHFFFAOYSA-N,CCC(C(C)C)OC(=O)NC(=O)N,13.61,-1.140823795,C,20,145.448,188.227,182.25,-649.7390079,-649.7591646,-0.020156673,-649.534801,-649.554821,-0.02002,5.4995,8.1742,-0.27586,0.2601,-0.01805,0.27607,414.9898987,-1.91034,-1.00236,-0.88197,0.95208,-3.50259,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SXNXKULRKDCYLM-UHFFFAOYSA-N,c1ccc(cc1)Cn1cc(CO)nn1,Solubility: 8.33 molpercent,0.154186179,E,24.99,166.158,189.217,76.5,-627.1410463,-627.1569369,-0.015890635,-626.982031,-626.99744,-0.015409,3.4483,6.623,-0.25447,0.24713,-0.03102,0.25468,406.9313965,-0.8008,-1.66276,-0.8008,0.51225,-1.39936,25,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
SZTDSGCADFWGKM-UHFFFAOYSA-N,C(CO)CP(=O)(CCCO)CCCO,Solubility: 2.262 molpercent,-0.411966222,D,24.96,188.012,224.237,109,-997.8803966,-997.9096552,-0.029258568,-997.626213,-997.655312,-0.029099,5.1053,7.3697,-0.25949,0.26575,-0.0124,0.2597,480.1964111,-3.58056,-4.35882,-1.15929,1.9797,-1.60086,35,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)O,100 g solvent dissolves. 18.9 g Substance.,-0.184944653,D,20,222.107,228.375,54.075,-700.8730278,-700.8807,-0.007672283,-700.521292,-700.529944,-0.008652,1.5459,2.1239,-0.28911,0.27204,-0.00611,0.28932,582.9779053,-1.38034,-5.51078,-0.7292,0.83185,-1.38034,44,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TWMZHJMQNOMUGB-IBGZPJMESA-N,CC(C)(CO)[C@@H](C(=O)NCCC(=O)NCCSC(=O)c1cccc2ccccc12)O,57,-0.880152424,D,20,323.469,432.541,106.5,-1739.109778,-1739.136197,-0.02641918,-1738.700062,-1738.72667,-0.026608,3.3634,4.2929,-0.2367,0.19757,-0.08058,0.23691,753.2653809,-3.60653,-3.35641,-0.80393,0.68836,-4.65737,58,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
TYKNIXUIZSBZSO-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2Cl,1 g solvent dissolves. 0.16 g Substance.; 3-chloro-d-camphor,-0.169738033,D,20,137.591,186.681,97,-925.5276872,-925.5359403,-0.008253102,-925.331853,-925.340164,-0.008311,4.3638,5.9592,-0.25605,0.22375,-0.0544,0.25626,355.0865479,-0.57263,-3.19067,-0.68605,0.62409,-0.6418,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
TYMLOMAKGOJONV-UHFFFAOYSA-N,c1cc(ccc1N)[N+](=O)[O-],46.55,-0.47235575,D,25,103.064,138.126,147.5,-492.1320136,-492.1473455,-0.015331873,-492.046319,-492.062156,-0.015837,7.9894,11.4362,-0.23819,0.18982,-0.08833,0.2384,303.7906799,-0.90676,-0.73226,-0.80852,0.48397,-1.23131,16,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
TZXKOCQBRNJULO-UHFFFAOYSA-N,Cc1c(c(=O)ccn1C)O,3.41025,-1.610709477,C,25.04,111.846,139.154,265.75,-477.3796094,-477.3953963,-0.015786904,-477.260072,-477.275944,-0.015872,7.1303,10.133,-0.2128,0.24563,-0.03252,0.21301,312.1557617,-1.48635,-0.76966,-0.75144,0.53123,-1.85133,19,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
UATJOMSPNYCXIX-UHFFFAOYSA-N,c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],14.8,-1.158333962,C,18,112.741,213.106,122.25,-845.7732922,-845.7886795,-0.015387332,-845.70656,-845.722431,-0.015871,7.00E-04,0.0028,-0.34394,0.12621,-0.15194,0.34415,358.0574951,-2.25748,-0.2098,-0.3763,0.50626,-0.73876,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
UBEZGTUPVRSCCP-UHFFFAOYSA-N,CN(C)c1ccc(cc1)NC(=O)N(C=O)c1ccc(cc1)N(C)C,100 g solvent dissolves. 0.22 g Substance.,-2.274082705,B,20,238.63,326.398,153,-1068.666735,-1068.68562,-0.01888445,-1068.342253,-1068.361613,-0.01936,7.905,11.0601,-0.18907,0.25248,-0.02567,0.18928,612.3022461,-1.33445,-2.09119,-0.68817,0.83758,-3.45533,46,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UFWIBTONFRDIAS-UHFFFAOYSA-N,c1ccc2ccccc2c1,83.25,-0.187415696,D,25,107.631,128.174,80.2,-385.9069252,-385.9108445,-0.003919314,-385.790562,-385.794554,-0.003992,1.00E-04,0,-0.22302,0.22923,-0.04892,0.22323,309.1980591,0,-2.00638,-0.24788,0.25242,0,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
UGJBHEZMOKVTIM-UHFFFAOYSA-N,C(C(=O)O)NC=O,30.924,-0.522870319,D,25,71.298,103.078,150.5,-397.7913872,-397.8055343,-0.014147094,-397.734222,-397.748814,-0.014592,3.2557,4.2046,-0.27357,0.24643,-0.03172,0.27378,260.8318787,-2.04852,0.96431,-0.71037,0.81997,-2.70973,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UHDMEVYKMXIBQC-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)OCC(=O)c1ccccc1,53.8,-0.77226716,D,25,265.868,318.456,48.5,-1005.938142,-1005.951115,-0.01297258,-1005.533195,-1005.547133,-0.013938,2.0923,3.0177,-0.26973,0.20169,-0.07646,0.26994,708.8787231,-1.7773,-5.48389,-0.68804,0.84042,-1.7773,53,10,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
UHGYYQUSAMHAAH-UHFFFAOYSA-N,C(CCCCCNCCCCCCN)CCCCC(=O)O,1,-2.477822797,B,20,256.709,300.485,149,-929.5043795,-929.5200121,-0.015632501,-929.041765,-929.057915,-0.01615,2.0655,2.6761,-0.22401,0.27187,-0.00628,0.22422,727.6314697,-1.38028,-6.11196,-0.9517,0.8319,-3.06219,57,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UHWJMXASZSKFEO-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])[N+](=O)[O-])Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.051 g Substance.,-2.938281855,B,15,209.828,349.216,199.375,-1336.703108,-1336.728512,-0.02540371,-1336.547287,-1336.573347,-0.02606,2.8539,4.2977,-0.27928,0.1291,-0.14905,0.27949,517.8250122,-3.18792,-0.49407,-0.57828,0.50332,-1.7595,32,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
UHWURQRPEIFIAK-UHFFFAOYSA-N,Cc1c(cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C)[N+](=O)[O-],100 g solvent dissolves. 0.7 g Substance.,-1.702185548,C,15,221.337,278.308,132.7,-954.5804647,-954.5908456,-0.010380916,-954.318242,-954.329068,-0.010826,4.863,6.2607,-0.27827,0.16836,-0.10979,0.27848,468.7609863,-1.52765,-4.01788,-0.70958,0.50935,-0.51376,38,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
UMNBCVIEWOTTAP-UHFFFAOYSA-N,CCCCC(=O)NNC(=O)CCCC,56.5,-0.549591303,D,20,180.366,200.281,155.5,-653.1016276,-653.1146018,-0.012974189,-652.847894,-652.861374,-0.01348,0,0,-0.23719,0.26852,-0.00963,0.2374,492.2642822,-1.40608,-2.99932,-0.70304,0.67278,-2.3316,34,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNMSQGCYXOMOAC-UHFFFAOYSA-N,C(CO[N+](=O)[O-])N(c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.11 g Substance.,-2.620276486,B,25,204.272,362.169,128,-1463.901384,-1463.928351,-0.02696667,-1463.768456,-1463.794754,-0.026298,4.9769,7.8638,-0.32638,0.11186,-0.16629,0.32659,493.9442139,-4.08852,-0.26707,-0.41463,0.73149,-1.49593,31,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
URSRLBRZMUPNKP-CYYJNZCTSA-N,CCCCN(CCCC)CCOC(=O)c1ccc(cc1)/N=N/c1ccc(cc1N)N,53.4,-0.886878183,D,25,338.755,411.547,102.5,-1320.563213,-1320.582196,-0.01898286,-1320.093178,-1320.112098,-0.01892,6.046,9.7518,-0.20256,0.18981,-0.08834,0.20277,810.0136108,-1.21059,-4.71931,-0.83966,0.81473,-3.93867,63,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UTMLDQRMPCLKEF-UHFFFAOYSA-N,CN(C)c1ccc(cc1)C(=Nc1ccc(cc1)N)c1ccc(cc1)N(C)C,4.3,-1.921003744,C,20,309.108,358.486,221.5,-1111.127356,-1111.144383,-0.01702734,-1110.738378,-1110.756035,-0.017657,2.9824,4.7411,-0.17496,0.23887,-0.03928,0.17517,676.5946045,0,-4.34953,-0.88136,0.4193,-2.33421,53,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UVOTVQIUSZDLAM-GGLFOPPFSA-N,CC(=O)C1=CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](C[C@]12C)O,Solubility: 21.31 molpercent,0.562124627,E,24.99,206.837,326.436,264.25,-1041.548961,-1041.569158,-0.02019713,-1041.16775,-1041.188466,-0.020716,4.636,6.5535,-0.24651,0.2081,-0.07005,0.24672,534.1252441,-2.07075,-4.76863,-0.79881,0.5665,-2.07075,50,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
UVSMNLNDYGZFPF-UHFFFAOYSA-N,c1cc2c(c(c1)N)C(=O)N(C1CCC(=O)NC1=O)C2=O,1,-2.436556992,B,24,159.585,273.248,316.5,-967.273048,-967.2939328,-0.020884783,-967.083089,-967.104642,-0.021553,5.3467,6.924,-0.24174,0.17804,-0.10011,0.24195,455.9648743,-2.46759,0.90359,-0.82556,0.72397,-4.47103,31,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UWVQXJFNNKWNLZ-UHFFFAOYSA-N,Cc1ccc(cc1)C(c1ccc(C)cc1)(C(c1ccc(C)cc1)(c1ccc(C)cc1)O)O,0.4,-3.023835587,A,25,275.356,422.567,180,-1311.742131,-1311.75268,-0.01054834,-1311.289185,-1311.299356,-0.010171,2.5512,3.8481,-0.23149,0.25043,-0.02772,0.2317,721.5913086,-1.56592,-6.4888,-0.78445,0.52287,-1.56592,62,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
UYUUAUOYLFIRJG-UHFFFAOYSA-N,COc1ccc(cc1)P(c1ccc(cc1)OC)c1ccc(cc1)OC,Solubility: 0.0374 mol-percent,-2.19358722,B,25.1,283.97,352.37,131.5,-1379.906477,-1379.918995,-0.01251777,-1379.591085,-1379.604592,-0.013507,4.7377,6.7764,-0.20263,0.25515,-0.023,0.20284,640.1883545,-1.64684,-4.31889,-0.549,0.86985,-0.77699,46,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
VDLSNXQRYWSHGB-UHFFFAOYSA-N,CCOC(=O)C1C(=O)CC(C)(C(C1c1ccccc1)C(=O)OCC)O,83 g solvent dissolves. 1 g Substance.; beta1-ester,-1.56390915,C,20,268.628,348.396,154,-1189.889266,-1189.908742,-0.01947626,-1189.540311,-1189.56044,-0.020129,3.6033,5.0556,-0.24982,0.23118,-0.04697,0.25003,600.5100708,-3.75149,-2.67788,-0.79369,0.8514,-3.75149,49,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
VDVUCLWJZJHFAV-UHFFFAOYSA-N,CC1(C)CC(CC(C)(C)N1)O,Solubility: 45.77 g/100g solvent,0.361215791,E,24.99,142.601,157.256,128.5,-484.3889895,-484.3969752,-0.007985713,-484.150895,-484.158788,-0.007893,2.206,3.1879,-0.21959,0.27263,-0.00552,0.2198,361.7912598,-0.80367,-3.43828,-0.80367,0.50951,-1.53279,30,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VGEREEWJJVICBM-UHFFFAOYSA-N,c1cc(ccc1CCC(=O)c1c(cc(cc1O)O)O)O,Solubility: 0.8 - 0.88 mol/kg solvent,-0.178478611,D,25.04,205.481,274.273,257.75,-956.1836353,-956.2028261,-0.019190839,-955.966073,-955.985668,-0.019595,3.7544,5.3125,-0.22377,0.21649,-0.06166,0.22398,497.8961487,-3.52434,-1.1876,-0.72912,0.57596,-3.52434,34,2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
VHIYCPCXACHVJM-KQQUZDAGSA-N,CCOC(=O)/C=C/C=C/C(=O)OCC,Solubility: 9.86 g/100g solvent,-0.406026263,D,25,147.03,198.219,62,-690.4223379,-690.4335157,-0.011177724,-690.236221,-690.248056,-0.011835,0,0,-0.26324,0.17818,-0.09997,0.26345,470.7896118,-2.40512,-1.07374,-0.71343,0.78457,-2.40512,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VHNQIURBCCNWDN-UHFFFAOYSA-N,c1cc(N)nc(c1)N,Solubility: 20.355 molpercent,0.542212284,E,23.99,84.589,109.131,121,-359.0291359,-359.0394421,-0.010306179,-358.938934,-358.949557,-0.010623,0.0722,0.1396,-0.19281,0.27296,-0.00519,0.19302,279.1652222,0,-0.16563,-0.86045,0.43623,-2.32409,15,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
VLHGEHPRQNEXJO-UHFFFAOYSA-N,c1ccc(cc1)C(C(c1ccccc1)C(=O)c1ccccc1)C1C(=O)c2ccccc2C1=O,2,-2.332946187,B,20,258.223,430.503,196.25,-1382.174583,-1382.190946,-0.01636278,-1381.798543,-1381.815134,-0.016591,3.9858,5.9092,-0.24176,0.18555,-0.0926,0.24197,695.7527466,-1.75302,-3.99362,-0.60058,0.60335,-1.75302,55,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
VMXIGXJWVNCMDE-UHFFFAOYSA-N,c1ccc(cc1)CCOC(=O)NC(=O)N,0.8,-2.415426198,B,17,117.101,208.217,188.25,-723.5356296,-723.559285,-0.023655432,-723.365566,-723.388101,-0.022535,6.0391,8.2419,-0.25733,0.25483,-0.02332,0.25754,441.9956665,-1.90823,-0.11271,-0.8756,0.95137,-3.49227,27,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VNIRPUMAEZAXLI-UHFFFAOYSA-N,CC(=CC(C(Cl)(Cl)Cl)O)C,Solubilty: 64.5 weight-percent,0.39824594,E,20,121.363,203.496,82,-1689.846966,-1689.85383,-0.00686397,-1689.746794,-1689.753295,-0.006501,3.2658,4.2791,-0.26313,0.2281,-0.05005,0.26334,363.9786072,-0.76567,-1.84915,-0.76567,0.51539,-0.68909,19,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VNMCOCQBDAFDIY-UHFFFAOYSA-N,CCCCCCC(C)OC(=O)NC(=O)N,2.04,-2.025386193,B,14,208.226,216.28,155,-728.371511,-728.3917566,-0.020245573,-728.115321,-728.136505,-0.021184,5.5427,8.0452,-0.2761,0.26063,-0.01752,0.27631,501.0978088,-1.91152,-1.90143,-0.88211,0.95274,-3.50407,35,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VOGKEZAPBBRLPB-UHFFFAOYSA-N,CCCCCCC(CCC)(CCC)C(=O)NO,243.39,0,D,26,209.008,243.39,87.5,-756.1487561,-756.1577152,-0.008959095,-755.780617,-755.791082,-0.010465,3.44,4.5447,-0.24933,0.26783,-0.01032,0.24954,536.4214478,-1.29423,-5.72179,-0.68884,0.67276,-1.64618,46,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VOIZNVUXCQLQHS-UHFFFAOYSA-N,c1cc(cc(c1)Br)C(=O)O,73.171,-0.438898118,D,25,104.455,201.019,156,-2991.968897,-2991.976611,-0.00771415,-2991.897669,-2991.905763,-0.008094,0.641,0.9069,-0.26303,0.20222,-0.07593,0.26324,321.7671509,-1.36015,-0.32829,-0.72067,0.81488,-1.29697,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,CC(C)(C)NCC(COc1cccc2C[C@H]([C@H](Cc12)O)O)O,49.1,-0.799447239,D,23,231.022,309.406,95.5,-1019.72358,-1019.746077,-0.02249673,-1019.352908,-1019.374274,-0.021366,3.6976,5.6869,-0.22351,0.26746,-0.01069,0.22372,596.6989136,-2.93236,-3.83481,-0.80243,0.51146,-3.66362,49,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VXDRVFNPIUKYNB-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1OC(=O)NC(=O)N,1.4,-2.23825764,B,18,156.143,242.318,215,-805.7872214,-805.8071893,-0.019967883,-805.492294,-805.512942,-0.020648,5.5451,8.3098,-0.27548,0.25781,-0.02034,0.27569,476.0688171,-1.91469,-2.44854,-0.88176,0.95332,-3.50475,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
VXLFYNFOITWQPM-QZQOTICOSA-N,c1ccc(cc1)Nc1ccc(cc1)N=Nc1ccccc1,319.808,0.0681909,E,25,231.534,273.337,87,-859.1997687,-859.2098995,-0.0101308,-858.959002,-858.969291,-0.010289,2.4078,3.9144,-0.20186,0.19408,-0.08407,0.20207,546.1954346,0,-2.96843,-0.60125,0.44355,-1.0475,36,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
